Brandname,Productname,Colors,Sizes,Description,Materials,Maintenance,RegularPrice,CurrentPrice
Review for Teens,Jogpants mit Allover-Muster,Schwarz|Marineblau,140|152|164|176,Teenager Jogpants von REVIEW for Teens|Reine Baumwolle|Schmal zulaufendes Bein|Elastischer Bund mit Tunnelzug|Zwei Eingrifftaschen|Allover-Muster|Innenbeinlänge bei Größe 152: 65 cm|Farbe Marineblau|Artikelnummer 9633750,Hauptmaterial 1: 100% Baumwolle," Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",15.95,15.95
G.O.L.,Cardigan mit V-Ausschnitt,Marineblau|Schwarz,140|152|164|176,Teenager Cardigan von G.O.L.|Baumwollmischung|Gerader Schnitt|Feinstrick|Gerippter V-Ausschnitt|Knopfleiste|Gerippte Abschlüsse an Ärmeln und Saum|Rückenlänge bei Größe 152: 51 cm|Ärmellänge bei Größe 152: 55 cm|Farbe Marineblau|Artikelnummer 9587481,"Hauptmaterial 1: 50% Baumwolle, 50% Polyacryl"," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",44.95,44.95
Review for Teens,T-Shirt mit Federn-Print und Wording,Weiß,140|152|164|176,Teenager T-Shirt von REVIEW for Teens|Reine Baumwolle|Modell Soulmate|Lockerer Schnitt|Rundhalsausschnitt|Federn-Print mit Wording|Rückenlänge bei Größe 152: 56 cm|Farbe Weiß|Artikelnummer 9590437,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,9.95,9.95
Ralph Lauren Childrenswear,Poloshirt mit langen Ärmeln,Pink,S|M|L|XL,"Teenager Poloshirt von Ralph Lauren Childrenswear|Baumwoll-Elasthan-Mix|Leicht taillierter Schnitt|Leicht verlängerte Rückseite|Piqué|Polokragen|4-Knopf-Leiste|Logo-Stickerei auf Brusthöhe|Seitenschlitze|Lange Ärmel|Rückenlänge bei Größe S: 49,5 cm|Ärmellänge bei Größe S: 48 cm|Farbe Pink|Artikelnummer 9520213","Hauptmaterial 1: 98% Baumwolle, 2% Elasthan"," Normalwaschgang 30°| Nur Sauerstoffbleiche zulässig / keine Chlorbleiche| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",74.95,59.95
Review for Teens,Light-Daunenjacke mit Stehkragen,Marineblau|Blau|Grün|Mittelgrau,140|152|164|176,Teenager Light-Daunenjacke von REVIEW for Teens|Strapazierfähiges Material|Gerader Schnitt|Steppnähte|Stehkragen|Reißverschluss|Zwei Reißverschlusstaschen|Elastische Kontrastabschlüsse an Ärmeln und Saum|Leichte Daunen-Federn-Füllung|Rückenlänge bei Größe 152: 59 cm|Schulterbreite bei Größe 152: 39 cm|Ärmellänge bei Größe 152: 56 cm|Farbe Grün|Artikelnummer 9633828,"Hauptmaterial 1: 100% Polyamid|Futter 1: 100% Polyamid|Füllung: 90% Daunen, 10% Federn"," Schonwaschgang 30°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",59.95,39.95
SANETTA,Boxershorts mit Comic-Print,Blau,140|152|164|176,Teenager Boxershorts von Sanetta|Reine Baumwolle|Elastischer Bund |Comic-Print|Geknöpfter Eingriff |Oeko-Tex® Standard 100|Farbe Blau|Artikelnummer 9522997,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 60°| Normalwaschgang 95°| Nicht bleichen| Mäßig heiß bügeln| Keine chemische Reinigung,14.95,7.95
Review for Teens,Shirt mit Motiv aus Wende-Pailletten,Hellgrau meliert|Marineblau,140|152|164|176,Teenager Shirt von REVIEW for Teens|Weiches Material mit Viskose-Anteil|Reguläre Passform|Slub Jersey|Gerippter Rundhalsausschnitt|Angeschnittene Ärmel in 3/4-Länge|Teilungsnaht auf der Rückseite|Motiv aus Wende-Pailletten|Meliert|Rückenlänge bei Größe 152: 58 cm|Farbe Hellgrau meliert|Artikelnummer 9590441,"Hauptmaterial 1: 85% Polyester, 15% Viskose"," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",19.95,19.95
Review for Kids,Longsleeve mit Prints und Applikationen,Hellblau meliert|Rosa meliert,104|116|128|140,Kinder Longsleeve von REVIEW for Kids|Baumwollmischung|Gerader Schnitt|Gerippter Rundhalsausschnitt|Prints und Applikationen auf der Vorderseite|Details mit Glitter-Effekt|Melangeoptik|Rückenlänge bei Größe 116: 41 cm|Ärmellänge bei Größe 116: 43 cm|Farbe Rosa meliert|Artikelnummer 9634130,"Hauptmaterial 1: 50% Baumwolle, 50% Polyester"," Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",15.95,15.95
Review for Teens,Longsleeve mit Smiley-Print,Jeans meliert|Mint|Mittelgrau meliert,140|152|164|176,Teenager Longsleeve von REVIEW for Teens|Baumwollmischung|Reguläre Passform|Gerippter Rundhalsausschnitt|Fein gerippte Abschlüsse|Meliert|Smiley-Print|Rückenlänge bei Größe 152: 58 cm|Ärmellänge bei Größe 152: 60 cm|Farbe Mint|Artikelnummer 9560924,"Hauptmaterial 1: 60% Baumwolle, 40% Polyester", Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Keine chemische Reinigung,9.95,7.95
Tom Tailor,Steppjacke mit Kapuze - wattiert,Mittelgrau meliert,140|152|164|176,"Teenager Steppjacke von TOM TAILOR|Wasserabweisendes Material|Wärmende Wattierung|Kapuze mit geripptem Kragenfutter|Reißverschluss|Zwei Reißverschlusstaschen|Logo-Badge auf dem Ärmel|Storm Cuffs|Fleecefutter|Rückenlänge bei Größe 152: 62 cm|Schulterbreite bei Größe 152: 39,5 cm|Ärmellänge bei Größe 152: 56 cm|Farbe Mittelgrau meliert|Artikelnummer 9494644","Hauptmaterial 1: 60% Polyamid, 40% Polyester|Futter 1: 100% Polyester|Ärmelfutter: 100% Polyester|Füllung: 100% Polyester"," Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",69.95,54.95
Review for Teens,Sweatjacke mit Kapuze und Pailletten-Besatz,Jeans meliert|Anthrazit meliert,140|152|164|176,Teenager Sweatjacke von REVIEW for Teens|Baumwollmischung|Kapuze|Reißverschluss|Zwei Eingrifftaschen|Angeraute Innenseite|Gerippte Bundabschlüsse|Besatz aus Wende-Pailletten|Washed Out Look|Rückenlänge bei Größe 152: 53 cm|Ärmellänge bei Größe 152: 58 cm|Farbe Jeans meliert|Artikelnummer 9634133,"Hauptmaterial 1: 50% Baumwolle, 50% Polyester|Futter 1: 65% Polyester, 35% Baumwolle"," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",39.95,39.95
Ralph Lauren Childrenswear,Poloshirt aus Baumwoll-Piqué,Schwarz|Weiß|Rot|Dunkelblau|Hellgrau meliert,S|M|L|XL,Teenager Poloshirt von Ralph Lauren Childrenswear|Reine Baumwolle|Gerader Schnitt|Piqué|Polokragen mit kurzer Knopfleiste|Kurze Ärmel mit gerippten Abschlüssen|Logo-Stickerei|Kurze Seitenschlitze am Saum|Rückenlänge bei Größe S: 56 cm|Farbe Dunkelblau|Artikelnummer 9555973,Hauptmaterial 1: 100% Baumwolle," Normalwaschgang 30°| Nur Sauerstoffbleiche zulässig / keine Chlorbleiche| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",39.95,39.95
Review for Teens,Shirt mit Message-Print und Pailletten,Mittelgrau meliert,140|152|164|176,Teenager Shirt von REVIEW for Teens|Leichtes Material mit Baumwoll-Anteil|Lockerer Schnitt|Rundhalsausschnitt|Message-Print mit Pailletten-Besatz|Saum in Wickeloptik |Leicht verlängerte Rückseite |Rückenlänge bei Größe 152: 56 cm|Ärmellänge bei Größe 152: 55 cm|Farbe Mittelgrau meliert|Artikelnummer 9560940,"Hauptmaterial 1: 65% Polyester, 35% Baumwolle"," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",17.95,12.95
Review for Kids,Top mit Patches ,Marineblau|Weiß,104|116|128|140,Kinder Top von REVIEW for Kids|Reine Baumwolle|Gerippter Rundhalsausschnitt|Patches |Label-Print|Rückenlänge bei Größe 116: 45 cm |Farbe Marineblau|Artikelnummer 9633482,Hauptmaterial 1: 100% Baumwolle," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",15.95,15.95
Review for Teens,Longsleeve mit Stern aus Wende-Pailletten,Mittelgrau meliert|Bleu meliert,140|152|164|176,"Teenager Longsleeve von REVIEW for Teens|Baumwollmischung|Reguläre Passform|Rundhalsausschnitt|Kurzer Rückenschlitz|Message-Print|Melangeoptik|Stern aus Wende-Pailletten|Rückenlänge bei Größe 152: 59 cm|Ärmellänge bei Größe 152: 60,5 cm|Farbe Mittelgrau meliert|Artikelnummer 9590427","Hauptmaterial 1: 50% Baumwolle, 50% Polyester"," Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",17.95,17.95
Mayoral,Top mit Print und Ziersteinbesatz,Weiß|Koralle,140|10|152|12|157|14|162|16,Teenager Top von Mayoral|Reine Baumwolle|Taillierter Schnitt|Rundhalsausschnitt|Print mit Ziersteinbesatz und Zierquasten|Kontrasteinsatz aus Mesh auf der Rückseite|Made in Europe|Rückenlänge bei Größe 12: 48 cm|Farbe Weiß|Artikelnummer 9625810,Hauptmaterial 1: 100% Baumwolle," Normalwaschgang 30°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",24.95,24.95
Review for Teens,Shirt mit Ikat-Flockprint,Beige meliert|Bleu meliert,140|152|164|176,Teenager Shirt von REVIEW for Teens|Weiches Material mit Leinen-Anteil|Reguläre Passform|Slub Jersey|Rundhalsausschnitt|Zierstreifen an den Schultern|Ikat-Flockprint|Meliert|Rückenlänge bei Größe 152: 59 cm|Farbe Beige meliert|Artikelnummer 9590446,"Hauptmaterial 1: 80% Polyester, 20% Leinen", Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,15.95,15.95
SANETTA,Nachthemd mit Streifenmuster,Schwarz,140|152|164|176,"Teenager Nachthemd von Sanetta|Reine Baumwolle|Reguläre Passform|Streifenmuster und Message-Print|Überschnittene Schultern|Rückenlänge bei Größe 152: 82,5 cm|Farbe Schwarz|Artikelnummer 9522841",Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,29.95,29.95
Review for Teens,T-Shirt mit Print,Schwarz|Weiß,140|152|164|176,Teenager T-Shirt von REVIEW for Teens|Reine Baumwolle|Gerader Schnitt|Gerippter Rundhalsausschnitt|Print auf der Vorderseite|Rückenlänge bei Größe 152: 58 cm|Farbe Schwarz|Artikelnummer 9633780,Hauptmaterial 1: 100% Baumwolle," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",12.95,12.95
Cars,Jacke mit Kapuze,Dunkelblau,140|10|152|12|164|14|176|16,Teenager Jacke von Cars|Beschichtete Baumwolle|Modell Aryll|Regulierbare Kapuze|Reißverschluss|Eine Pattentasche mit Druckknopfverschluss|Zwei Reißverschlusstaschen|Rippenbündchen an Ärmeln und Saum|Logo-Applikation|Leichtes Futter|Rückenlänge bei Größe 10: 54 cm|Schulterbreite bei Größe 10: 35 cm|Ärmellänge bei Größe 10: 54 cm|Farbe Dunkelblau|Artikelnummer 9587399,Hauptmaterial 1: 100% Baumwolle," Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",69.95,69.95
Review for Teens,T-Shirt aus Baumwolle mit Print,Weiß|Mint,140|152|164|176,Teenager T-Shirt von REVIEW for Teens|Reine Baumwolle|Slub Jersey|Rundhalsausschnitt|Print mit gummierten Details|Rückenlänge bei Größe 152: 54 cm|Farbe Weiß|Artikelnummer 9633703,Hauptmaterial 1: 100% Baumwolle," Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",9.95,9.95
SANETTA,Slip mit Streifenmuster und Katzendetails,Hellgrau meliert,92|104|116|128,Kinder Slip von Sanetta|Reine Baumwolle|Elastischer Bund|Zierborte an den Beinabschlüssen |Streifenmuster mit Katzendetails|Farbe Hellgrau meliert|Artikelnummer 9523083,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Keine chemische Reinigung,7.95,7.95
Review for Teens,T-Shirt mit Print,Anthrazit|Jeans,140|152|164|176,Teenager T-Shirt von REVIEW for Teens|Baumwollmischung|Gerader Schnitt|Washed Out Look|Gerippter Rundhalsausschnitt|Großer Print|Rückenlänge bei Größe 152: 60 cm|Farbe Anthrazit|Artikelnummer 9633803,"Hauptmaterial 1: 50% Baumwolle, 50% Polyester"," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",15.95,15.95
Mayoral,T-Shirt mit Print,Offwhite|Rot,140|10|152|12|157|14|162|16,Teenager T-Shirt von Mayoral|Baumwoll-Modal-Mix|Taillierter Schnitt|Rundhalsausschnitt|Print mit Glitter-Details|Saum in Wickeloptik mit Kontrasteinsatz aus Chiffon|Made in Europe|Rückenlänge bei Größe 14: 54 cm|Farbe Offwhite|Artikelnummer 9625798,"Hauptmaterial 1: 50% Baumwolle, 50% Modal"," Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",24.95,24.95
Camp David,Hoodie mit Logo-Aufnähern,Schwarz,140|152|164|176,Teenager Hoodie von CAMP DAVID|Baumwollmischung|Reguläre Passform|Kapuze in Wickeloptik|Rippenbündchen an Ärmeln und Saum|Logo-Aufnäher|Rückenlänge bei Größe 152: 57 cm|Ärmellänge bei Größe 152: 58 cm|Farbe Schwarz|Artikelnummer 9585520,"Hauptmaterial 1: 60% Baumwolle, 40% Polyester"," Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",59.95,44.95
Review for Teens,T-Shirt mit Ananas-Print,Anthrazit,140|152|164|176,Teenager T-Shirt von REVIEW for Teens|Reine Baumwolle|Lockerer Schnitt|Rundhalsausschnitt|Ananas-Print mit Wende-Pailletten|Rückenlänge bei Größe 152: 57 cm|Farbe Anthrazit|Artikelnummer 9633747,"Hauptmaterial 1: 50% Baumwolle, 50% Modal"," Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",17.95,17.95
Converse,High Top Sneaker aus Canvas,Weiß,23|7|24|8|25|9|26|10,Kinder High Top Sneaker von Converse|Canvas|Gummisohle mit Kontrastdetails|Gummierte Vorderkappe|Schnürverschluss|Logo-Badge|US-Größen siehe Größentabelle|Sohlenhöhe: 2 cm |Farbe Weiß|Artikelnummer 9446188,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,44.95,44.95
Review for Teens,T-Shirt mit Message-Print,Royalblau|Schwarz,140|152|164|176,Teenager T-Shirt von REVIEW for Teens|Reine Baumwolle|Lockerer Schnitt|Rundhalsausschnitt|Message-Print|Rückenlänge bei Größe 152: 56 cm|Farbe Schwarz|Artikelnummer 9588314,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 30°| Nicht waschen| Nicht bleichen| Mäßig heiß bügeln| Keine chemische Reinigung,9.95,9.95
SOREL,Boots mit herausnehmbarem Filz-Innenstiefel,Schwarz|Marineblau,"32|1|33|2|34|3|35|4|36|4,5|37|5|38|6|39|7","Kinder Boots von SOREL|Modell Yoot Pac|Wasserfestes Material|Überknöchelhoher Schaft |Schnürverschluss|Abgerundete Spitze|Profilsohle aus Gummi|Herausnehmbarer Filz-Innenstiefel mit Teddyfellbesatz|Logo-Print|Sohlenhöhe: 3,5 cm|Schafthöhe: 21 cm|Schaftweite: 35 cm|Farbe Marineblau|Artikelnummer 9495278",Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,74.95,49.95
Review for Teens,T-Shirt in Melangeoptik,Beige meliert,140|152|164|176,Teenager T-Shirt von REVIEW for Teens|Baumwollmischung|Gerader Schnitt|Rundhalsausschnitt mit gerolltem Abschluss|Ärmel mit fixiertem Aufschlag|Melangeoptik|Rückenlänge bei Größe 152: 58 cm|Farbe Beige meliert|Artikelnummer 9633796,"Hauptmaterial 1: 60% Baumwolle, 40% Polyester"," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",15.95,15.95
Review for Kids,Longsleeve mit Motiv aus Wende-Pailletten,Pink|Marineblau,104|116|128|140,"Kinder Longsleeve von REVIEW for Kids|Reine Baumwolle|Gerippter Rundhalsausschnitt|Streifenmuster|Motiv aus Wende-Pailletten|Rückenlänge bei Größe 116: 44,5 cm|Ärmellänge bei Größe 116: 44,5 cm|Farbe Marineblau|Artikelnummer 9662467",Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Keine chemische Reinigung,17.95,17.95
Review for Teens,Pullover in Melangeoptik,Royalblau|Anthrazit,140|152|164|176,Teenager Pullover von REVIEW for Teens|Baumwollmischung|Strukturiertes Material|Rundhalsausschnitt|Melangeoptik|Rückenlänge bei Größe 152: 60 cm|Ärmellänge bei Größe 152: 58 cm|Farbe Royalblau|Artikelnummer 9588296,"Hauptmaterial 1: 60% Baumwolle, 35% Polyester, 5% Elasthan"," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",19.95,14.95
Tom Tailor,T-Shirt mit Foto-Print,Sand meliert,140|152|164|176,Teenager T-Shirt von TOM TAILOR|Baumwoll-Elasthan-Mix|Rundhalsausschnitt|Foto-Print mit Message|Melangeoptik mit Farbverlauf|Rückenlänge bei Größe 152: 62 cm |Farbe Sand meliert|Artikelnummer 9632359,"Hauptmaterial 1: 99% Baumwolle, 1% Elasthan", Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Mäßig heiß bügeln| Keine chemische Reinigung,15.95,15.95
Review for Teens,T-Shirt mit Foto-Print,Schwarz,140|152|164|176,Teenager T-Shirt von REVIEW for Teens|Reine Baumwolle|Lockerer Schnitt|Rundhalsausschnitt|Foto-Print |Rückenlänge bei Größe 152: 62 cm|Farbe Schwarz|Artikelnummer 9588319,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,15.95,15.95
New Balance,Sneaker '420' aus Veloursleder,Mittelgrau,"33|1,5|34,5|2,5|35|3|28|10,5|29|11,5|30|12|31|13|32|13,5",Kinder Sneaker von New Balance|Modell 420|Echtes Veloursleder mit Mesheinsätzen|Abgerundete Spitze|Zwei Klettverschlüsse|Logo-Applikationen|Details in Kontrastfarbe|Gummisohle|Sohlenhöhe: 1 cm|Farbe Mittelgrau|Artikelnummer 9582384,Hauptmaterial 1: 100% Veloursleder|Hauptmaterial 2: 100% Textil|Sohle: 100% Gummi,,59.95,59.95
Review for Teens,Tanktop mit Rundhalsausschnitt,Weiß|Schwarz|Hellgrau meliert|Neon Pink meliert,140|152|164|176,Teenager Tanktop von REVIEW for Teens|Baumwollmischung mit Stretch-Anteil|Leicht taillierter Schnitt|Rundhalsausschnitt|Rückenlänge bei Größe 152: 58 cm|Farbe Schwarz|Artikelnummer 9633721,"Hauptmaterial 1: 57% Baumwolle, 38% Polyester, 5% Elasthan", Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,7.95,7.95
Mayoral,Top mit Print und Ziersteinbesatz,Weiß|Koralle,140|10|152|12|157|14|162|16,Teenager Top von Mayoral|Reine Baumwolle|Taillierter Schnitt|Rundhalsausschnitt|Print mit Ziersteinbesatz und Zierquasten|Kontrasteinsatz aus Mesh auf der Rückseite|Made in Europe|Rückenlänge bei Größe 12: 48 cm|Farbe Koralle|Artikelnummer 9625811,Hauptmaterial 1: 100% Baumwolle," Normalwaschgang 30°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",24.95,24.95
Review for Teens,Pullover mit Raglanärmeln,Bottle|Offwhite|Jeans,140|152|164|176,Teenager Pullover von REVIEW for Teens|Baumwollmischung|Gerader Schnitt|Krausstrick|Rundhalsausschnitt|Raglanärmel|Nähte im Inside-Out-Look|Gerollte Abschlüsse|Rückenlänge bei Größe 152: 60 cm|Farbe Bottle|Artikelnummer 9560845,"Hauptmaterial 1: 50% Baumwolle, 50% Polyacryl"," Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",25.95,14.95
Mayoral,T-Shirt mit Kontrastvorderseite,Pink|Rot,140|10|152|12|157|14|162|16,"Teenager T-Shirt von Mayoral|Viskosemischung|Gerader Schnitt|Kontrastvorderseite aus Satin|Rundhalsausschnitt|Print mit Pailletten-Besatz|Breiter, gerippter Bund|Made in Europe|Rückenlänge bei Größe 12: 53 cm|Farbe Rot|Artikelnummer 9625746","Hauptmaterial 1: 50% Viskose, 50% Polyester"," Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",25.95,25.95
Review for Teens,Off Shoulder Blusenshirt mit Knopfleiste,Schwarz|Offwhite,140|152|164|176,Teenager Blusenshirt von REVIEW for Teens|Strukturierte Viskose|Ausgestellter Schnitt |Off Shoulder|Elastischer Einsatz am Ausschnitt |Verstellbare Spaghettiträger|Durchgehende Knopfleiste |Rückenlänge bei Größe 152: 44 cm |Farbe Schwarz|Artikelnummer 9633676,Hauptmaterial 1: 100% Viskose," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",19.95,19.95
SANETTA,Slip mit elastischem Bund,Aqua Blau,92|104|116|128,"Kinderslip von Sanetta|Baumwoll-Elasthan-Mix|Breiter, elastischer Bund|Piraten-Print|Ökotex Standard 100|Trocknerbeständig|Farbe Aqua Blau|Artikelnummer 9433531","Hauptmaterial 1: 95% Baumwolle, 5% Elasthan", Normalwaschgang 60°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Mäßig heiß bügeln| Keine chemische Reinigung,9.95,9.95
Tom Tailor,Serafino-Shirt im Double-Layer-Look,Mittelgrau meliert,140|152|164|176,Teenager Serafino-Shirt von TOM TAILOR|Baumwollmischung mit Viskose-Anteil|Reguläre Passform|Double-Layer-Look|Rundhalsausschnitt mit kurzer Knopfleiste|Geknöpfte Zierleiste auf Brusthöhe|Meliert|Logo-Applikation in Lederoptik|Rückenlänge bei Größe 152: 61 cm|Ärmellänge bei Größe 152: 59 cm|Farbe Mittelgrau meliert|Artikelnummer 9557644,"Hauptmaterial 1: 55% Baumwolle, 34% Polyester, 11% Viskose"," Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",19.95,14.95
SOREL,Boots aus echtem Veloursleder - wasserdicht,Mittelbraun,"32|1|33|2|34|3|35|4|36|4,5|37|5|38|6|39|7",Kinder Boots von SOREL|Modell Youth Rylee|Echtes Veloursleder und Textil - wasserdicht|Überknöchelhoher Schaft|Gesteppter Kontrasteinsatz|Abgerundete Spitze|Elastischer Riemen|Gummisohle|Weiches Futter|Sohlenhöhe: 3 cm|Schafthöhe: 18 cm|Schaftweite: 32 cm|Farbe Mittelbraun|Artikelnummer 9495267,Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,84.95,44.95
Mayoral,Shirt mit Print,Grün|Hellblau|Rosa,140|10|152|12|157|14|162|16,"Teenager Shirt von Mayoral|Baumwoll-Elasthan-Mix|Lockerer Schnitt|Rundhalsausschnitt|Kurze, angeschnittene Ärmel|Print mit Nietenbesatz|Made in Europe|Rückenlänge bei Größe 12: 54 cm|Farbe Rosa|Artikelnummer 9625750","Hauptmaterial 1: 95% Baumwolle, 5% Elasthan"," Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",25.95,25.95
Tom Tailor,Regular Fit Longshirt mit NY-Print,Dunkelrot,140|152|164|176,Teenager Longshirt von TOM TAILOR|Reine Baumwolle|Regular Fit|Rundhalsausschnitt|Lange Ärmel |NY-Print |Kontraststreifen am Saum |Rückenlänge bei Größe 152: 70 cm |Ärmellänge bei Größe 152: 55 cm |Farbe Dunkelrot|Artikelnummer 9557633,,,15.95,9.95
G.O.L.,Ledergürtel mit strukturiertem Muster,Dunkelblau|Anthrazit|Dunkelbraun,65|70|75|80,"Teenager Ledergürtel von G.O.L.|Echtes Leder|Dornschließe|Strukturiertes Muster|Gürtelbreite: 3,5 cm|Farbe Dunkelbraun|Artikelnummer 9587510",Hauptmaterial 1: 100% Leder,,29.95,29.95
Review for Kids,T-Shirt mit Ziersteinen und Pailletten ,Weiß|Marineblau,104|116|128|140,"Kinder T-Shirt von REVIEW for Kids|Reine Baumwolle|Rundhalsausschnitt |Peace-Zeichen mit Ziersteinen und Pailletten|Logo-Stickerei |Raffungen auf der Rückseite|Doppelter, offener Abschluss an Ausschnitt und Ärmeln |Rückenlänge bei Größe 116: 44 cm |Farbe Weiß|Artikelnummer 9633489",Hauptmaterial 1: 100% Baumwolle," Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",12.95,12.95
