Brandname,Productname,Colors,Sizes,Description,Materials,Maintenance,RegularPrice,CurrentPrice
Hilfiger Denim,Sneaker aus Canvas,Weiß|Dunkelblau|Mittelgrau|Schwarz,40|41|42|43|44|45|46,Herren Sneaker von Hilfiger Denim|Canvas|Gummisohle|Abgerundete Spitze|Schnürverschluss|Eingefasste Luftlöcher an der Innenseite|Logo-Applikationen|Sohlenhöhe: 3 cm|Farbe Dunkelblau|Artikelnummer 9582129,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,59.95,59.95
Converse,High Top Sneaker aus Canvas,Dunkelrot,"41|7,5|42|8,5|42,5|9|43|9,5|44|10|44,5|10,5|45|11",Herren High Top Sneaker von Converse|Modell All Star Hi|Canvas|Gummisohle|Abgerundete Spitze mit Vorderkappe|Überknöchelhoher Schaft|Schnürverschluss|Sohlenhöhe: 3 cm|Farbe Dunkelrot|Artikelnummer 9597597,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,69.95,69.95
Gordon & Bros ,Derby aus Veloursleder,Beige|Dunkelblau,40|41|42|43|44|45|46,"Herren Derby von Gordon & Bros|Modell Lorenzo|Veloursleder|Kontrastnähte|Schnürverschluss|Innensohle aus Leder|Gummisohle mit Einsätzen aus Leder|Sohlenhöhe: 2,5 cm|Farbe Dunkelblau|Artikelnummer 9638627","Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 80% Gummi, 20% Leder",,119.95,119.95
Tommy Hilfiger,Zehntrenner aus Textil mit Leder-Applikation,Schwarz|Dunkelbraun,40|41|42|43|44|45|46,"Herren Zehntrenner von Tommy Hilfiger |Textil|Applikation aus Leder mit Logo-Applikation|Riemen|Gummisohle mit Logo-Print |Sohlenhöhe: 1,5 cm|Farbe Schwarz|Artikelnummer 9585612",Hauptmaterial 1: 100% Textil|Besatz 1: 100% Leder|Sohle: 100% Gummi,,49.95,49.95
Polo Ralph Lauren,Sneaker aus Veloursleder,Dunkelblau|Schwarz|Mittelgrau,40|7|41|8|42|9|43|10|44|11|45|12|46|13,Herren Sneaker von Polo Ralph Lauren|Modell Cordell|Echtes Veloursleder|Kontrasteinsätze aus Mesh|Kontrastbesatz mit Logo|Schnürverschluss|Breite Gummisohle|Sohlenhöhe: 3 cm|Farbe Mittelgrau|Artikelnummer 9578794,Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Textil|Hauptmaterial 3: 100% Synthetik|Futter 1: 100% Textil|Sohle: 100% Gummi,,99.95,99.95
Gordon & Bros ,Budapester aus Leder im Vintage Look,Cognac ,40|41|42|43|44|45|46,"Herren Budapester von Gordon & Bros |Modell Mirco|Echtes Leder im Vintage Look|Schmal zulaufende Spitze|Schnürverschluss|Lyralochung|Perforierte Details|Fußbett aus Leder|Gummisohle|Niedriger Absatz|Sohlenhöhe: 2,5 cm|Farbe Cognac |Artikelnummer 9638628",Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 100% Gummi,,119.95,119.95
Tommy Hilfiger,Slip-On Sneaker aus Canvas,Marineblau|Schwarz|Weiß,40|41|42|43|44|45|46,Herren Slip-On Sneaker von Tommy Hilfiger|Reine Baumwolle|Canvas|Gummisohle|Abgerundete Spitze|Elastische Einsätze|Sohlenhöhe: 2 cm|Farbe Schwarz|Artikelnummer 9610706,Hauptmaterial 1: 100% Baumwolle|Futter 1: 100% Baumwolle|Sohle: 100% Gummi,,59.95,59.95
Vagabond,Schnürschuh aus Leder,Schwarz,41|42|43|44|45|46,"Herren Schnürschuh von Vagabond|Leder|Schnürverschluss|Niedriger Schaft|Abgerundete Spitze|Sohle aus Gummi|Sohlenhöhe: 2,5 cm|Farbe Schwarz|Artikelnummer 9533455",Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Futter 2: 100% Textil|Sohle: 100% Gummi,,119.95,119.95
Tommy Hilfiger,Zehentrenner mit Innensohle aus Kork,Jeans|Marineblau|Hellgrau,40|41|42|43|44|45|46,Herren Zehentrenner von Tommy Hilfiger|Riemen aus Textil |Lederbesatz mit Logo-Stickerei|Innensohle aus Kork mit Logo-Print|Gummisohle|Sohlenhöhe: 1 cm|Farbe Jeans|Artikelnummer 9585619,Hauptmaterial 1: 100% Textil|Futter 1: 100% Kork|Besatz 1: 100% Leder|Sohle: 100% Gummi,,35.95,35.95
H By Hudson,Derby aus Veloursleder mit Lederdetails,Mittelbraun,41|42|43|44|45|46,"Herren Derby von H by Hudson|Veloursleder mit Lederdetails|Perforierung|Derbybogen |Abgerundete Spitze |Schnürverschluss|Sohle aus Gummi|Made in Portugal|Sohlenhöhe: 2,5 cm|Farbe Mittelbraun|Artikelnummer 9638181","Hauptmaterial 1: 100% Veloursleder, 100% Leder|Sohle: 100% Gummi",,185.95,185.95
Tommy Hilfiger,Zehentrenner mit Innensohle aus Kork,Jeans|Marineblau|Hellgrau,40|41|42|43|44|45|46,Herren Zehentrenner von Tommy Hilfiger|Riemen aus Textil |Lederbesatz mit Logo-Stickerei|Innensohle aus Kork mit Logo-Print|Gummisohle|Sohlenhöhe: 1 cm|Farbe Marineblau|Artikelnummer 9585620,Hauptmaterial 1: 100% Textil|Futter 1: 100% Kork|Besatz 1: 100% Leder|Sohle: 100% Gummi,,35.95,35.95
G-Star Raw,Slip-On Sneaker in Denimoptik,Jeans,41|42|43|44|45|46,Herren Slip-On Sneaker von G-Star RAW|Modell Kendo Slip-On|Textil|Denimoptik|Abgerundete Spitze|Elastische Einsätze|Kontraststreifen|Gummisohle|Sohlenhöhe: 3 cm|Farbe Jeans|Artikelnummer 9585286,Hauptmaterial 1: 100% Textil|Sohle: 100% Synthetik,,84.95,84.95
Pepe Jeans,Zehentrenner mit Foto-Print,Dunkelbraun,41|42|43|44|45|46,"Herren Zehentrenner von Pepe Jeans|Modell Hawi Summer|Riemen aus Gummi mit Logo|Innensohle mit Foto-Print|Gummisohle|Sohlenhöhe: 1,5 cm|Farbe Dunkelbraun|Artikelnummer 9635568",Hauptmaterial 1: 100% Gummi|Futter 1: 100% Synthetik|Sohle: 100% Synthetik,,25.95,25.95
G-Star Raw,Military Boots aus Leder und Textil,Schwarz,41|42|43|44|45|46,"Herren Military Boots von G-Star Raw|Leder und Textil|Robustes Material|Natürliche Narbung|Schnürverschluss|Halbhoher Schaft|Abgerundete Spitze|Lasche am Schaft|Einsätze aus Textil mit Webstruktur|Profilsohle aus Gummi mit Rahmennaht|Sohlenhöhe: 3,5 cm|Schafthöhe: 19 cm|Schaftweite: 12 cm|Farbe Schwarz|Artikelnummer 9499694",Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,199.95,159.95
Gant,Sneaker aus echtem Leder,Weiß,41|42|43|44|45|46,"Herren Sneaker von GANT|Modell Bryant|Echtes Leder|Flechtoptik|Abgerundete Spitze|Zehenkappe aus Glattleder|Schnürverschluss|Sohle aus Gummi|Logo-Prägung an der Zunge|Logo-Prägung im Fersenbereich|Sohlenhöhe: 3,5 cm|Farbe Weiß|Artikelnummer 9629616",Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,139.95,139.95
Camp David,Sneaker aus Veloursleder,Mittelgrau|Royalblau,41|42|43|44|45|46,"Herren Sneaker von CAMP DAVID|Echtes Veloursleder|Schnürverschluss|Kontrasteinsätze aus Textil|Abgerundete Spitze|Logo-Stickerei an der Ferse|Profilsohle aus Gummi|Sohlenhöhe: 2,5 cm|Farbe Royalblau|Artikelnummer 9612035",Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Synthetik|Hauptmaterial 3: 100% Textil|Futter 1: 100% Textil|Futter 2: 100% Leder|Sohle: 100% Synthetik,,69.95,69.95
Marc O'Polo,Sneaker aus Leder,Marineblau,40|41|42|43|44|45,"Herren Sneaker von MARC O'POLO|Echtes Leder|Feines Lochmuster|Schnürverschluss|Innensohle aus Leder|Gummisohle|Sohlenhöhe: 2,5 cm|Farbe Marineblau|Artikelnummer 9612653",Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 100% Gummi,,149.95,149.95
Napapijri,Sneaker aus Veloursleder mit Camouflage-Muster,Marineblau|Hellgrau,41|42|43|44|45|46,"Herren Sneaker von Napapijri|Modell Rabari|Echtes Veloursleder|Kontrasteinsätze mit Camouflage-Muster|Reflektierender Besatz mit Logo|Schnürverschluss|Gummisohle|Sohlenhöhe: 2,5 cm|Farbe Hellgrau|Artikelnummer 9625113",Hauptmaterial 1: 100% Leder|Futter 1: 100% Textil|Besatz 1: 100% Textil|Sohle: 100% Gummi,,89.95,89.95
Timberland,Boots aus echtem Leder mit Profilsohle,Gelb,"41|7,5|42|8,5|43|9|44|10|45|11|46|12","Herren Boots von Timberland|Echtes Leder|Ziernähte|Überknöchelhoher Schaft|Gepolsterter Einstieg|Schnürverschluss|Logo-Prägung|Profilsohle aus Gummi|Sohlenhöhe: 3,5 cm|Schafthöhe: 15 cm|Farbe Gelb|Artikelnummer 9552259","Hauptmaterial 1: 100% Leder|Futter 1: 50% Leder, 50% Textil|Sohle: 100% Gummi",,209.0,209.0
Pepe Jeans,Sneaker aus Veloursleder,Hellgrau|Dunkelblau,41|42|43|44|45|46,"Herren Sneaker von Pepe Jeans|Echtes Veloursleder|Lochmuster|Kontrastbesatz aus Textil|Logo-Print|Schnürverschluss|Gummisohle|Sohlenhöhe: 2,5 cm|Farbe Dunkelblau|Artikelnummer 9637102",Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,85.95,85.95
Gordon & Bros ,Derby aus Leder,Mittelgrau|Cognac ,41|42|43|44|45|46,"Herren Derby von Gordon & Bros|Modell Lorenzo|Echtes Leder|Perforierte Details|Derbybogen|Schnürverschluss|Innensohle aus Leder|Gummisohle mit Einsätzen aus Leder|Sohlenhöhe: 2,5 cm|Farbe Mittelgrau|Artikelnummer 9638631","Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 80% Gummi, 20% Leder",,119.95,119.95
Gant,Sneaker aus Canvas,Marineblau|Schwarz,41|42|43|44|45|46,Herren Sneaker von GANT|Canvas|Meliert|Logo-Print|Schnürverschluss|Gepolsterte Innensohle|Gummisohle|Sohlenhöhe: 3 cm|Farbe Schwarz|Artikelnummer 9629614,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,99.95,99.95
Gordon & Bros ,Derby aus Leder,Mittelgrau|Cognac ,41|42|43|44|45|46,"Herren Derby von Gordon & Bros|Modell Lorenzo|Echtes Leder|Perforierte Details|Derbybogen|Schnürverschluss|Innensohle aus Leder|Gummisohle mit Einsätzen aus Leder|Sohlenhöhe: 2,5 cm|Farbe Cognac |Artikelnummer 9638632","Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 80% Gummi, 20% Leder",,119.95,119.95
Boss Green,"Sneakers mit Kontrastbesatz
",Blau|Schwarz,41|42|43|44|45|46,"Herren Sneakers von BOSS Green|Modell Akeen|Textil-Oberfläche mit Besatz aus Veloursleder|Gummisohle|Abgerundete Spitze|Schnürverschluss|Logo-Applikation|Sohlenhöhe: 2,5 cm|Farbe Schwarz|Artikelnummer 9146457",Hauptmaterial 1: 100% Textil|Hauptmaterial 2: 100% Leder|Hauptmaterial 3: 100% Gummi|Futter 1: 100% Textil|Futter 2: 100% Gummi|Sohle: 100% Gummi,,129.95,129.95
G-Star Raw,Lederboots aus echtem Glattleder,Haselnuss Braun|Schwarz,41|42|43|44|45|46,"Herren Lederboots von G-Star Raw|Modell Warth|Echtes Glattleder|Vorderkappe mit Lyralochung|Ziernähte|Kontrastbesatz aus Textil an der Ferse|Überknöchelhoher Schaft|Schnürverschluss|Gummisohle|Sohlenhöhe: 2,5 cm|Farbe Haselnuss Braun|Artikelnummer 9499692",Hauptmaterial 1: 100% Leder|Sohle: 100% Gummi,,179.95,139.95
Pepe Jeans,Sneaker aus Leder mit Kontrasteinsatz,Weiß,41|42|43|44|45|46,Herren Sneaker von Pepe Jeans|Modell Tinker Jack|Echtes Leder|Kontrasteinsatz aus Mesh|Abgerundete Spitze |Schnürverschluss|Logo-Applikationen|Profilsohle aus Gummi|Sohlenhöhe: 2 cm|Farbe Weiß|Artikelnummer 9637100,Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Textil|Sohle: 100% Gummi,,85.95,85.95
Polo Ralph Lauren,Sneaker mit Kontrasteinsätzen aus Mesh,Dunkelblau|Rot,40|7|41|8|42|9|43|10|44|11|45|12,"Herren Sneaker von Polo Sport|Strapazierfähiges Material|Kontrasteinsätze aus Mesh|Abgerundete Spitze |Schnürverschluss|Logo-Applikationen|Profilsohle aus Gummi|Sohlenhöhe: 2,5 cm|Farbe Dunkelblau|Artikelnummer 9578795","Hauptmaterial 1: 80% Polyurethan, 20% Textil|Futter 1: 91% Textil, 9% Polyurethan|Sohle: 100% Gummi",,119.95,119.95
Vagabond,Derby aus echtem Leder,Schwarz,41|42|43|44|45|46,Herren Derby von Vagabond|Modell Linhope|Echtes Leder|Gummisohle|Abgerundete Spitze|Schnürverschluss|Derbybogen|Sohlenhöhe: 2 cm|Farbe Schwarz|Artikelnummer 9583011,Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Futter 2: 100% Textil|Sohle: 100% Gummi,,109.95,109.95
Tommy Hilfiger,Zehentrenner mit Lederdetail,Marineblau|Schwarz|Blau,41|42|43|44|45|46,Herren Zehentrenner von Tommy Hilfiger |Textil|Riemen mit Lederdetail und Logo-Stickerei|Logo-Aufnäher am Riemen|Logo-Muster am Fußbett|Gummisohle |Sohlenhöhe: 1 cm|Farbe Blau|Artikelnummer 9597722,Hauptmaterial 1: 100% Textil|Besatz 1: 100% Leder|Sohle: 100% Gummi,,34.95,34.95
Boss,Sneaker aus Leder ,Schwarz,40|41|42|43|44|45,Herren Sneaker von BOSS|Modell Across|Echtes Leder|Kontrasteinsätze aus Textil|Abgerundete Spitze|Schnürverschluss|Logo-Applikationen|Profilsohle aus Gummi|Sohlenhöhe: 2 cm |Farbe Schwarz|Artikelnummer 9598233,Hauptmaterial 1: 100% Leder|Besatz 1: 100% Textil|Sohle: 100% Gummi,,279.0,279.0
Gant,Sneaker aus Canvas,Marineblau|Hellgrau,41|42|43|44|45|46,Herren Sneaker von GANT|Modell Bari|Canvas|Logo-Stickereien|Schnürverschluss|Gummisohle|Sohlenhöhe: 2 cm|Farbe Hellgrau|Artikelnummer 9629612,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,89.95,89.95
Pepe Jeans,Sneaker aus Veloursleder,Hellgrau|Dunkelblau,41|42|43|44|45|46,"Herren Sneaker von Pepe Jeans|Echtes Veloursleder|Lochmuster|Kontrastbesatz aus Textil|Logo-Print|Schnürverschluss|Gummisohle|Sohlenhöhe: 2,5 cm|Farbe Hellgrau|Artikelnummer 9637101",Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,85.95,85.95
Birkenstock,Sandalen mit ergonomischem Fußbett ,Schwarz,40|42|43|44|45|46,Herren Sandalen von BIRKENSTOCK|Modell Arizona|Regular Fit |Zwei verstellbare Riemen aus Birko-Flor|Innensohle aus echtem Leder|Ergonomisches Fußbett aus Naturkork|Profilierte EVA-Sohle|Sohlenhöhe: 1 cm |Farbe Schwarz|Artikelnummer 9592407,Hauptmaterial 1: 100% Birko-Flor|Futter 1: 100% Kork|Futter 2: 100% Leder|Sohle: 100% Ethylenvinylacetat,,59.95,59.95
Selected Homme,Schnürschuh aus Veloursleder,Hellbraun|Marineblau,40|41|42|43|44|45,"Herren Schnürschuh von SELECTED HOMME|Modell Shhronni Light|Echtes Veloursleder|Knöchelhoher Schaft |Zwei verschiedene Schnürsenkel|Mokassin-Naht|Rahmennaht|Kreppsohle aus Gummi|Sohlenhöhe: 2,5 cm |Farbe Marineblau|Artikelnummer 9624682",Hauptmaterial 1: 100% Veloursleder|Sohle: 100% Gummi,,79.95,79.95
Gordon & Bros ,Sneaker 'New Conte' aus Leder,Cognac |Dunkelblau,41|42|43|44|45|46,"Herren Sneaker von Gordon & Bros |Modell New Conte|Echtes Leder|Abgerundete Spitze|Schnürverschluss|Perforierte Details|Logo-Prägung|Gummisohle|Sohlenhöhe: 2,5 cm|Farbe Dunkelblau|Artikelnummer 9638630",Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 100% Gummi,,99.95,99.95
Pepe Jeans,Sneaker aus Veloursleder,Hellgrau|Dunkelblau,41|42|43|44|45|46,"Herren Sneaker von Pepe Jeans|Echtes Veloursleder|Lochmuster|Kontrastbesatz aus Textil|Logo-Print|Schnürverschluss|Gummisohle|Sohlenhöhe: 2,5 cm|Farbe Hellgrau|Artikelnummer 9637101",Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,85.95,85.95
Gant,Sneaker aus Canvas,Marineblau|Hellgrau,41|42|43|44|45|46,Herren Sneaker von GANT|Modell Bari|Canvas|Logo-Stickereien|Schnürverschluss|Gummisohle|Sohlenhöhe: 2 cm|Farbe Hellgrau|Artikelnummer 9629612,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,89.95,89.95
G-Star Raw,High Top Sneaker aus Canvas,Offwhite,41|42|43|44|45|46,"Herren High Top Sneaker von G-Star RAW|Modell Scuba|Canvas|Überknöchelhoher Schaft|Besatz in Lederoptik|Ziernähte|Klettverschlussriegel im Fersenbereich|Zehenkappe aus Gummi|Schnürverschluss|Gummisohle|Sohlenhöhe: 2,5 cm|Farbe Offwhite|Artikelnummer 9585283",Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Besatz 1: 100% Synthetik|Sohle: 100% Gummi,,129.95,129.95
Polo Ralph Lauren,Sneaker mit Kontrasteinsätzen aus Mesh,Dunkelblau|Rot,40|7|41|8|42|9|43|10|44|11|45|12,"Herren Sneaker von Polo Sport|Strapazierfähiges Material|Kontrasteinsätze aus Mesh|Abgerundete Spitze |Schnürverschluss|Logo-Applikationen|Profilsohle aus Gummi|Sohlenhöhe: 2,5 cm|Farbe Rot|Artikelnummer 9578796","Hauptmaterial 1: 80% Polyurethan, 20% Textil|Futter 1: 91% Textil, 9% Polyurethan|Sohle: 100% Gummi",,119.95,119.95
Hugo,Sneaker aus Leder,Schwarz,41|42|43|44|45,Herren Sneaker von HUGO|Modell Futurism_Tenn_ltrb|Echtes Leder|Schnürverschluss|Strukturierte Kontrasteinsätze|Logo-Applikationen|Gummisohle in Kontrastfarbe|Sohlenhöhe: 3 cm|Farbe Schwarz|Artikelnummer 9591876,"Hauptmaterial 1: 100% Leder, 100% Synthetik|Futter 1: 100% Leder, 100% Textil|Sohle: 100% Synthetik",,199.95,199.95
Nike,Sneaker 'Cortez' aus Leder mit Logo-Applikationen,Rot,"40,5|7,5|41|8|42|8,5|42,5|9|43|9,5|44|10|44,5|10,5|45|11|45,5|11,5|46|12","Herren Sneaker von NIKE|Modell Classic Cortez|Echtes Leder|Abgerundete Spitze|Schnürverschluss|Logo-Applikationen|Profilsohle aus Gummi|Sohlenhöhe: 2,5 cm|Farbe Rot|Artikelnummer 9659440",Hauptmaterial 1: 100% Leder|Sohle: 100% Gummi,,84.95,84.95
Boss,Sneakers aus Leder,Schwarz,41|42|43|44|45,"Herren Sneakers von BOSS|Echtes Leder|Gummisohle|Abgerundete Spitze|Schnürverschluss|Logo-Applikationen|Sohlenhöhe: 1,5 cm|Farbe Schwarz|Artikelnummer 5250455",Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 100% Gummi,,199.95,199.95
adidas Originals,Sneaker im asymmetrischen Design,Hellgrau,43|9|44 2/3|10|46|11|41 1/3|7/|46 2/3|11/,Herren Sneaker von adidas Originals|Modell ZX Flux ADV Asym PK|Strick mit Kontrastdetails|Gummisohle|Abgerundete Spitze|Asymmetrische Schnürung|Fersenkappe aus TPU|Sohlenhöhe: 3 cm|Farbe Hellgrau|Artikelnummer 9569112,Hauptmaterial 1: 100% Textil|Hauptmaterial 2: 100% Synthetik|Futter 1: 100% Textil|Sohle: 100% Gummi,,149.95,149.95
Tommy Hilfiger,Sneaker aus echtem Veloursleder,Taupe|Marineblau,41|42|43|44|45,Herren Sneaker von Tommy Hilfiger|Echtes Veloursleder|Schnürverschluss|Vorne spitz zulaufend|Elastischer Kontrasteinsatz mit Logo-Applikation|Profilsohle aus Gummi|Sohlenhöhe: 2 cm|Farbe Taupe|Artikelnummer 9553497,Hauptmaterial 1: 100% Veloursleder|Futter 1: 100% Polyester,,119.95,119.95
adidas Originals,Sneaker mit Kontrastbesatz aus Mesh,Mittelgrau,42|8|43|9|44 2/3|10|46|11|47 1/3|12|41 1/3|7/|42 2/3|8/|44|9/|45 1/3|10/|46 2/3|11/,"Herren Sneaker von adidas Originals|Modell Eqt Support RF|Textil und Synthetik|Abgerundete Spitze|Schnürverschluss|Wildlederoptik|Kontrastbesatz aus Mesh|Futter aus Frottee|Sohle aus Gummi|Gummierte Logo-Details|Seitliche Logo-Streifen|Sohlenhöhe: 4,5 cm|Farbe Mittelgrau|Artikelnummer 9622606",Hauptmaterial 1: 100% Textil|Hauptmaterial 2: 100% Synthetik|Futter 1: 100% Textil|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,119.95,119.95
La Martina,Sneaker aus echtem Leder,Marineblau,41|42|43|44|45,"Herren Sneaker von La Martina|Modell Maserati|Leder und Textil|Sohle aus Gummi|Laufsohle aus Leder|Abgerundete Spitze|Schnürverschluss|Logo-Details|Made in Italy|Sohlenhöhe: 2,5 cm|Farbe Marineblau|Artikelnummer 9609846",Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Textil|Futter 1: 100% Leder|Futter 2: 100% Textil|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,249.0,249.0
adidas Originals,Sneaker 'Stan Smith' in Strickoptik,Marineblau,"41 1/3|7,5|42|8|42 2/3|8,5|43|9|44|9,5|44 2/3|10|45 1/3|10,5|46|11|46 2/3|11,5|47 1/3|12","Herren Sneaker von adidas Originals|Modell Stan Smith|Textil|Strickoptik|Abgerundete Spitze|Schnürverschluss|Sohle aus Gummi|Ortholite®-Einlegesohle|Kontrastdetail im Fersenbereich|Logo-Print an der Zunge|Sohlenhöhe: 3,5 cm|Farbe Marineblau|Artikelnummer 9637270",Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,109.95,109.95
Nike,Sneaker 'Zoom Train Action' aus strapazierfähigem Material,Schwarz|Hellgrau,"40,5|7,5|41|8|42|8,5|42,5|9|43|9,5|44|10|44,5|10,5|45|11|45,5|11,5|46|12",Herren Sneaker von NIKE|Modell Zoom Train Action|Strapazierfähiges Material|Logo-Prints|Schnürverschluss|Gummisohle mit Kontrastbesatz|Sohlenhöhe: 3 cm|Farbe Schwarz|Artikelnummer 9659449,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,89.95,89.95
adidas Originals,"Sneaker ""La Trainer OG"" mit Logo-Streifen",Anthrazit,42|8|43|9|44 2/3|10|46|11|47 1/3|12|41 1/3|7/|42 2/3|8/|44|9/|45 1/3|10/|46 2/3|11/,Herren Sneaker von adidas Originals|Modell La Trainer OG|Mesh|Kontrasteinsätze in Velourslederoptik|Abgerundete Spitze|Schnürverschluss|Logo-Streifen|Logo-Details|Profilsohle aus Gummi|Sohlenhöhe: 2 cm|Farbe Anthrazit|Artikelnummer 9633241,,,99.95,99.95
Hugo,Slip-On Sneaker 'Post_Slon_It' aus Leder,Weiß,41|42|43|44|45,"Herren Slip-On Sneaker von HUGO|Modell Post_Slon_It|Echtes Leder|Gummisohle|Abgerundete Spitze|Gummizug in Kontrastfarbe|Sohlenhöhe: 2,5 cm|Farbe Weiß|Artikelnummer 9591885",Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Textil|Futter 1: 100% Leder|Futter 2: 100% Textil|Sohle: 100% Gummi,,199.95,199.95
Nike,Sneaker 'Air Max Tavas' mit Logo-Prints,Hellgrau|Olivgrün,"40,5|7,5|41|8|42|8,5|42,5|9|43|9,5|44|10|44,5|10,5|45|11|45,5|11,5|46|12",Herren Sneaker von NIKE|Modell Air Max Tavas|Strukturiertes Textil|Logo-Prints|Gummierter Besatz mit Lochmuster|Logo-Stickerei|Gummisohle|Sohlenhöhe: 3 cm|Farbe Olivgrün|Artikelnummer 9659439,Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Besatz 1: 100% Synthetik|Sohle: 100% Gummi,,125.95,125.95
adidas Originals,Sneaker aus Strick,Royalblau,42|8|43|9|44 2/3|10|46|11|47 1/3|12|41 1/3|7/|42 2/3|8/|44|9/|45 1/3|10/|46 2/3|11/,Herren Sneaker von adidas Originals|Modell ZX Flux|Strick|Gummisohle|Abgerundete Spitze|Elastischer Einstieg|Schnürverschluss|Logo-Streifen|Sohlenhöhe: 3 cm|Farbe Royalblau|Artikelnummer 9569114,Hauptmaterial 1: 100% Textil|Hauptmaterial 2: 100% Synthetik|Futter 1: 100% Textil|Sohle: 100% Gummi,,129.95,129.95
Antony Morato,Sneaker aus Leder,Weiß,40|41|42|43|44,Herren Sneaker von Antony Morato|Echtes Leder|Ziernähte|Schnürverschluss|Innensohle aus Leder|Gummisohle|Sohlenhöhe: 2 cm|Farbe Weiß|Artikelnummer 9623572,Hauptmaterial 1: 100% Leder|Futter 1: 100% Leder|Sohle: 100% Gummi,,159.95,159.95
adidas Originals,Sneaker aus Leder mit Kontrastbesatz,Senfgelb,42|8|43|9|44 2/3|10|46|11|47 1/3|12|41 1/3|7/|42 2/3|8/|44|9/|45 1/3|10/|46 2/3|11/,Herren Sneaker von adidas Originals|Modell Dragon|Echtes Leder mit Kontrastbesatz aus Textil|Abgerundete Spitze|Schnürverschluss|Logo-Streifen|Logo-Applikation|Profilsohle aus Gummi|Sohlenhöhe: 2 cm|Farbe Senfgelb|Artikelnummer 9633237,"Hauptmaterial 1: 100% Leder, 100% Textil|Sohle: 100% Gummi",,99.95,99.95
Boss,Sneaker aus Veloursleder ,Marineblau,41|42|43|44|45,"Herren Sneaker von BOSS|Modell Timeless|Echtes Veloursleder|Zehenkappe und Details aus Glattleder|Fußbett aus Leder|Schnürverschluss|Logo-Applikationen|Profilsohle aus Gummi|Sohlenhöhe: 2,5 cm|Farbe Marineblau|Artikelnummer 9598238",Hauptmaterial 1: 100% Veloursleder|Hauptmaterial 2: 100% Leder|Futter 1: 100% Leder|Sohle: 100% Gummi,,249.0,249.0
adidas Originals,Sneaker aus echtem Leder,Olivgrün,42|8|43|9|44 2/3|10|46|11|47 1/3|12|41 1/3|7/|42 2/3|8/|44|9/|45 1/3|10/|46 2/3|11/,Herren Sneaker von adidas Originals|Modell Gazelle|Weiches Leder|Abgerundete Spitze |Schnürverschluss|Sohle aus Gummi|Logo-Prägung in Metallicoptik|Logo-Streifen|Sohlenhöhe: 3 cm|Farbe Olivgrün|Artikelnummer 9622611,Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Synthetik|Futter 1: 100% Synthetik|Futter 2: 100% Textil|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,99.95,99.95
