Brandname,Productname,Colors,Sizes,Description,Materials,Maintenance,RegularPrice,CurrentPrice
La Martina,Umhängetasche aus strapazierfähigem Material,Marineblau|Schwarz,OS|1,Herren Umhängetasche von La Martina|Strapazierfähiges Material|Außenfach mit Magnetverschluss|Hauptfach mit Reißverschluss|Zwei Steckfächer innen|Ein verstellbarer Schulterriemen|Logo-Aufnäher in Lederoptik|Höhe: 23 cm|Breite: 19 cm|Tiefe: 6 cm|Farbe Schwarz|Artikelnummer 9609834,Hauptmaterial 1: 100% Polyamid|Hauptmaterial 2: 100% Polyurethan|Futter 1: 100% Polyester,,69.95,69.95
Blick,Fliege aus reiner Seide,Schwarz,OS|1,Herren Fliege von Blick|Reine Seide|Vorgebunden|Webstruktur|Verstellbare Kragenweite|Hakenverschluss|Inklusive Geschenkbox|Breite: 11 cm|Farbe Schwarz|Artikelnummer 9650407,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",29.95,29.95
Boss,Wendegürtel mit Logo-Prägung,Schwarz,OS|1,"Herren Wendegürtel von BOSS|Rindsleder|Dornschließe mit Logo-Prägung|Einfache Lochung |Gürtelschlaufen|Beidseitig tragbar |Schmalzulaufendes Gürtelende |Breite: 3,5 cm|Farbe Schwarz|Artikelnummer 958420",Hauptmaterial 1: 100% Rindsleder,,89.95,89.95
Joop!,Wollschal mit eingewebtem Logo,Schwarz,OS|ONE,Herren Schal von Joop!|Reine Wolle|Modell Galip|Eingewebtes Logo|Fransenabschluss|Made in Italy|180 x 39 cm|Farbe Schwarz|Artikelnummer 9514884,Hauptmaterial 1: 100% Wolle," Handwäsche| Nur Sauerstoffbleiche zulässig / keine Chlorbleiche| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",99.95,59.95
MCNEAL,Gürtel aus echtem Leder im Vintage Look,Schwarz|Schokobraun|Marineblau|Mittelbraun,85|90|95|100|105|110,Herren Gürtel von MCNEAL|Echtes Leder|Vintage Look|Dornschließe aus Metall|Einfache Lochung|Gürtelbreite: 3 cm|Farbe Schokobraun|Artikelnummer 9576295,Hauptmaterial 1: 100% Leder, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,29.95,29.95
Montego,Schal mit Streifenmuster ,Marineblau|Bordeaux Rot,OS|1,"Herren Schal von MONTEGO |Weiches Material|Glattstrick|Streifenmuster|Fransenabschlüsse|165 x 32,5 cm |Farbe Marineblau|Artikelnummer 9558585",Hauptmaterial 1: 100% Polyacryl," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",25.95,9.95
Boss,Krawatte aus Seide mit Webmuster,Royalblau|Graphit|Pink,OS|1SIZE,"Herren Krawatte von BOSS|Reine Seide|Breite Form|Webmuster|Made in Italy|Breite: 7,5 cm|Farbe Graphit|Artikelnummer 9559392","Hauptmaterial 1: 100% Seide|Futter 1: 58% Acetat, 42% Viskose"," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",59.95,59.95
OLYMP Level 5,Krawatte mit Streifenmuster,Bleu|Anthrazit,OS|N,Herren Krawatte von OLYMP Level 5|Reine Seide|Schmale Form|Leicht schimmernde Oberfläche|Streifenmuster|Breite: 5 cm|Farbe Bleu|Artikelnummer 9613166,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",29.95,29.95
G.O.L.,Krawatte mit Streifenmuster,Dunkelblau,OS|2,"Herren Krawatte von G.O.L.|Schimmerndes Material|Breite Form|Webstruktur|Streifenmuster|Breite: 7,5 cm|Farbe Dunkelblau|Artikelnummer 9587540",Hauptmaterial 1: 100% Polyester," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",15.95,15.95
Tommy Hilfiger,Sneakersocken im 2er-Pack,Royalblau|Rot|Jeans|Schwarz,39/42|43/46,Herren Sneakersocken von Tommy Hilfiger|Baumwollmischung mit Stretch-Anteil|Schmale Komfortbündchen in Kontrastfarbe|Verstärkte Ferse und Spitze|Ein Paar mit eingewebten Retro-Logos|2er-Pack|Farbe Royalblau|Artikelnummer 9623003,"Hauptmaterial 1: 75% Baumwolle, 23% Polyamid, 2% Elasthan", Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,9.95,9.95
G.O.L.,Krawatte mit Streifenmuster,Dunkelblau|Hellblau,OS|2,Teenager Krawatte von G.O.L.|Schimmerndes Material|Klassische Form|Eingewebtes Streifenmuster|Breite: 7 cm|Farbe Hellblau|Artikelnummer 9587512,Hauptmaterial 1: 100% Polyester Mikrofaser," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",15.95,15.95
Polo Ralph Lauren,Schirmmütze mit Logo-Stickerei,Weiß|Schwarz|Rot|Marineblau,OS|1,Herren Schirmmütze von Polo Ralph Lauren|Reine Baumwolle|Logo-Stickerei auf Vorder- und Rückseite|Seitliche Ziffern-Stickerei|Eingestickte Luftlöcher|Weitenregulierung auf der Rückseite|Farbe Rot|Artikelnummer 9610354,Hauptmaterial 1: 100% Baumwolle|Besatz 1: 100% Polyester," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",49.95,49.95
Armani Jeans,Doubleface Schal mit eingestricktem Logo,Schwarz,OS|1,Herren Schal von Armani Jeans|Wollmischung|Doubleface|Eingestricktes Logo|180 x 27 cm|Farbe Schwarz|Artikelnummer 9476096,"Hauptmaterial 1: 50% Wolle, 50% Polyacryl"," Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",79.95,59.95
Polo Ralph Lauren,Schirmmütze mit Logo-Stickerei,Weiß|Schwarz|Rot|Marineblau,OS|1,Herren Schirmmütze von Polo Ralph Lauren|Reine Baumwolle|Logo-Stickerei auf Vorder- und Rückseite|Seitliche Ziffern-Stickerei|Eingestickte Luftlöcher|Weitenregulierung auf der Rückseite|Farbe Weiß|Artikelnummer 9610352,Hauptmaterial 1: 100% Baumwolle|Besatz 1: 100% Polyester," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",49.95,49.95
OLYMP Level 5,Krawatte aus Seide mit Streifen-Dessin,Bleu|Marineblau|Schwarz,OS|N,Herren Krawatte von OLYMP Level 5|Reine Seide|Schmale Form |Feines Streifen-Dessin|Erhöhter Fleckschutz durch Nano-Technologie|Handgefertigt|Breite: 5 cm|Farbe Schwarz|Artikelnummer 9613172,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",29.95,29.95
Lacoste,"Uhr  aus robustem Kunststoff mit Dornschließe
",Schwarz,OS|1,"Herren Uhr von Lacoste|Robuster Kunststoff|Modell Lacoste 12.12|Lacoste Poloshirt in a watch Kollektion|Stunden, Minuten, Sekunden|Armband aus Silikon|Dornschließe|Rückgabe nur mit Schutzfolie(n) möglich|Farbe Schwarz|Artikelnummer 9543654",Hauptmaterial 1: 100% Kunststoff|Hauptmaterial 2: 100% Silikon,,129.95,129.95
OLYMP,Krawatte aus Seide mit Punktemuster,Pink|Bleu|Rot|Schwarz,OS|N,Herren Krawatte von OLYMP|Reine Seide|Schmale Form|Punktemuster|Handgefertigt|Fleckschutz durch Nano-Technologie|Breite: 6 cm|Farbe Rot|Artikelnummer 9606974,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",29.95,29.95
Brics,Weekender mit Kontrastdetails aus Leder,Olivgrün,OS|1,"Herren Weekender von Bric's|Strapazierfähiges Material|Modell X-Travel Holdall|Kontrastdetails aus Leder|Hauptfach mit Zweiwege-Reißverschluss|Diverse Innenfächer|Gepolstertes Tabletfach|Drei Außenfächer mit Reißverschluss|Zwei Trageriemen|Abnehmbarer, verstellbarer Schulterriemen|Höhe: 29 cm|Breite: 47 cm|Tiefe: 20 cm|Riemenlänge: 38 cm|Farbe Olivgrün|Artikelnummer 9575776",,,115.95,89.95
adidas Originals,Sneakersocken im 3er-Pack,Mittelgrau meliert,39/42|43/46,Herren Sneakersocken von adidas Originals|Baumwollmischung mit Stretch-Anteil |Elastische Bündchen|Eingearbeitetes Logo |3er-Pack |Farbe Mittelgrau meliert|Artikelnummer 9569138,"Hauptmaterial 1: 75% Baumwolle, 22% Polyester, 3% Nylon, 2% Elasthan", Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Keine chemische Reinigung,9.95,9.95
Puma,Sneakersocken im 3er-Pack,Dunkelblau|Grün,39/42|43/46,Herren Sneakersocken von Puma|Baumwollmischung mit Stretch-Anteil|Gerippte Komfortbündchen|Flache Zehennaht|Eingewebtes Logo|3er-Pack|Farbe Dunkelblau|Artikelnummer 9536518,"Hauptmaterial 1: 72% Baumwolle, 24% Polyester, 3% Polyamid, 1% Elasthan", Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,7.95,7.95
Lloyd Men's Belts,Gürtel aus Glattleder mit Metallschließe,Weiß,85|90|95|100|105|110,Herren Gürtel von Schaper|Echtes Leder|Glatte Oberfläche|Schimmernde Metallschließe |Metall-Logo an der Schließe|Einfache Lochung|Breite: 3 cm|Farbe Weiß|Artikelnummer 7951412,Hauptmaterial 1: 100% Leder,,29.95,29.95
Marc O'Polo,Strümpfe mit eingestricktem Muster,Marineblau|Bordeaux Rot meliert,39/42|43/46,Herren Strümpfe von MARC O'POLO|Baumwollmischung mit Stretch-Anteil|Wadenhoch|Elastischer Bund|Frotteesohle|Eingestricktes Muster|Farbe Marineblau|Artikelnummer 9533864,"Hauptmaterial 1: 75% Baumwolle, 23% Polyamid, 2% Elasthan", Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,9.95,9.95
Armani Jeans,Umhängetasche mit Logo-Muster,Schwarz|Anthrazit,OS|1,Herren Umhängetasche von Armani Jeans|Strapazierfähiges Material|Modell Nero|Hauptfach mit Reißverschluss|Steckfach innen|Reißverschlussfach innen|Außenfach mit Magnetverschluss|Kontrastbesatz in Lederoptik mit Logo-Applikation|Logo-Muster|Verstellbarer Schulterriemen mit eingearbeitetem Logo|Höhe: 25 cm|Breite: 22 cm|Tiefe: 2 cm|Farbe Anthrazit|Artikelnummer 9571680,Hauptmaterial 1: 100% Polyester, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,119.95,119.95
Polo Ralph Lauren,Schirmmütze aus Baumwolle,Weiß|Schwarz|Beige,OS|1,Reine Baumwolle|Regulierbare Weite|Breiter Schirm|Farbe Beige|Artikelnummer 7980794,Hauptmaterial 1: 100% Baumwolle," Kein Trockner| Handwäsche| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Nicht bleichen| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",35.95,35.95
FILA ,Sneakersocken im 3er-Pack,Weiß|Mittelgrau|Blau|Weiß,39/42|43/46,Herren Sneakersocken von FILA|Baumwollmischung mit Stretch-Anteil|Schmale Rippenbündchen|Eingewebtes Logo|Verstärkte Ferse und Spitze|3er-Pack|Farbe Weiß|Artikelnummer 9622633,"Hauptmaterial 1: 75% Baumwolle, 23% Polyester, 2% Elasthan", Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,4.95,4.95
Calvin Klein,Krawatte aus Seide mit Tupfenmuster,Royalblau|Schwarz,OS,"Herren Krawatte von Calvin Klein|Reine Seide|Klassische Form|Tupfenmuster|Webstruktur|Breite: 6,5 cm|Farbe Schwarz|Artikelnummer 9583993",Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",39.95,39.95
Boss,Kartenetui aus echtem Leder,Mittelgrau,OS|1SIZE,Herren Kartenetui von BOSS|Echtes Leder|Modell Signature_S card|Feine Narbung|Vier Kartenfächer|Ein Steckfach|Kleine Logo-Applikation|Logo-Prägung|7 x 10 cm|Farbe Mittelgrau|Artikelnummer 9559359,Hauptmaterial 1: 100% Leder, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,89.95,89.95
Tommy Hilfiger,Geldbörse aus echtem Leder,Dunkelbraun|Schwarz,OS,Herren Geldbörse von Tommy Hilfiger |Echtes Leder|Modell Eton Mini |Umschlagbörse|Münzfach mit Druckknopfverschluss |Ein Scheinfach |Elf Kartenfächer |Logo-Applikation|Höhe: 7 cm |Breite: 11 cm|Tiefe: 3 cm |Farbe Dunkelbraun|Artikelnummer 9525674,Hauptmaterial 1: 100% Leder,,64.95,64.95
Paul Rosen Men,Krawatte mit Punktemuster,Blau|Marineblau,OS|1,Herren Krawatte von Paul Rosen|Reine Seide|Klassische Form|Punktemuster|Breite: 7 cm|Farbe Marineblau|Artikelnummer 9638845,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",59.95,59.95
Boss,Carmello Ledergürtel mit Dornschließe,Schwarz|Cognac ,80|85|90|95|100|105,"Herrengürtel von HUGO BOSS|Fein genarbtes Rindsleder|Glänzende Oberfläche|Eckige Dornschließe mit Logo-Prägung|Einfache Lochung|Schmal zulaufendes Gürtelende|Gürtelbreite: 3,5 cm|Farbe Cognac |Artikelnummer 958419",Hauptmaterial 1: 100% Rindsleder,,99.95,99.95
Lacoste,Uhr aus Edelstahl mit Silikonarmband,Silber,OS|1,"Herren Uhr von Lacoste|Gehäuse aus Edelstahl|Modell Capbreton|Stunden, Minuten, Sekunden|Armband aus Silikon mit Logo|Dornschließe|Rückgabe nur mit Schutzfolie(n) möglich|Farbe Silber|Artikelnummer 9543647",Hauptmaterial 1: 100% Edelstahl|Hauptmaterial 2: 100% Silikon,,155.95,155.95
Hugo,Krawatte aus Seide mit Webstruktur,Rosa|Schwarz,OS|1SIZE,Herren Krawatte von HUGO|Reine Seide|Schmale Form|Webstruktur|Made in Italy|Breite: 6 cm|Farbe Rosa|Artikelnummer 9584422,Hauptmaterial 1: 100% Seide|Futter 1: 100% Polyester," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",49.95,49.95
Levi's®,Regular Cut Strümpfe mit eingestricktem Muster,Dunkelblau|Bordeaux Rot,39/42|43/46,Herren Strümpfe von Levi's ®|Weiches Material mit Merinowoll- und Stretch-Anteil|Eingestricktes Muster|Regular Cut|Gerippte Komfortbündchen|Verstärkte Spitze und Ferse|Farbe Dunkelblau|Artikelnummer 9519490,"Hauptmaterial 1: 51% Polyacryl, 42% Merinowolle, 6% Polyester, 1% Elasthan",,9.95,9.95
Montego,Krawatte aus Seide mit Tupfenmuster,Bleu|Fuchsia,OS|1,"Herren Krawatte von MONTEGO|Reine Seide|Breite Form|Feines Tupfenmuster|Leicht schimmernde Textur|Breite: 7,5 cm|Farbe Fuchsia|Artikelnummer 9619857",Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",19.95,19.95
Lloyd Men's Belts,Gürtel aus Veloursleder,Hellgrau|Marineblau,85|90|95|100|105|110,"Herren Gürtel von LLOYD MEN'S BELTS|Echtes Veloursleder|Dornschließe aus Metall|Logo-Applikation|Breite: 3,5 cm|Farbe Marineblau|Artikelnummer 9628264",Hauptmaterial 1: 100% Veloursleder,,39.95,39.95
adidas Originals,Sneakersocken im 3er-Pack,Weiß,39/42|43/46,Herren Sneakersocken von Adidas Originals|Baumwollmischung|Rippenbündchen|Logo-Stickerei|3er-Pack|Farbe Weiß|Artikelnummer 9528685,"Hauptmaterial 1: 73% Baumwolle, 22% Polyester, 3% Polyamid, 2% Elasthan", Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Keine chemische Reinigung,9.95,9.95
Brics,Weekender mit Lederbesatz,Marineblau,OS|1,Herren Weekender von Bric's|Lederoptik|Hauptfach mit Reißverschluss|Innenfach mit Reißverschluss|Zwei Trageriemen|Ein Außenfach mit Reißverschluss|Ein Steckfach außen|Ein abnehmbarer Schulterriemen|Lederbesatz|Höhe: 38 cm|Breite: 52 cm|Tiefe: 20 cm|Riemenlänge: 34 cm|Farbe Marineblau|Artikelnummer 9575773,"Hauptmaterial 1: 73% PVC, 11% Polyester, 6% Baumwolle, 6% Polycarbonat, 2% Viskose, 2% Polyurethan|Futter 1: 100% Polyester|Besatz 1: 100% Leder",,279.0,219.0
Tommy Hilfiger,Schirmmütze mit Logo-Stickerei,Sand|Rauchblau,OS,Herren Schirmmütze von Tommy Hilfiger|Reine Baumwolle|Verstärkter Schirm|Eingestickte Luftlöcher|Verstellbarer Riegel auf der Rückseite|Logo-Stickerei|Farbe Rauchblau|Artikelnummer 9586241,Hauptmaterial 1: 100% Baumwolle, Normalwaschgang 30°| Nicht bleichen| Nicht bügeln| Keine chemische Reinigung| Hängend trocknen| Im Schatten trocknen,29.95,29.95
Boss,Krawatte aus Seide mit Webmuster,Aubergine|Marineblau,OS|1SIZE,"Herren Krawatte von BOSS|Reine Seide|Breite Form|Webmuster|Made in Italy|Breite: 7,5 cm|Farbe Marineblau|Artikelnummer 9559415","Hauptmaterial 1: 100% Seide|Futter 1: 58% Acetat, 42% Viskose",,79.95,79.95
Montego,Einstecktuch aus Seide mit Tupfenmuster,Rot|Bordeaux Rot|Royalblau|Fuchsia|Schwarz,OS|1,Herren Einstecktuch von MONTEGO|Reine Seide|Feines Tupfenmuster|Leicht schimmernde Textur|Verstärkte Abschlüsse|29 x 29 cm|Farbe Bordeaux Rot|Artikelnummer 9620024,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",9.95,9.95
Blick,Fliege aus Samt,Schwarz,OS|1,Herren Fliege von Blick|Reine Baumwolle|Samt|Vorgebunden|Verstellbare Kragenweite|Hakenverschluss|Inklusive Geschenkbox|Breite: 12 cm|Farbe Schwarz|Artikelnummer 9650406,Hauptmaterial 1: 100% Baumwolle," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",29.95,29.95
adidas Originals,Gym Bag mit Camouflage-Muster,Olivgrün,OS|NS,Herren Gym Bag von adidas Originals|Strapazierfähiges Material|Logo-Print|Camouflage-Muster|Zugverschluss|Höhe: 46 cm|Breite: 37 cm|Tiefe: 2 cm|Farbe Olivgrün|Artikelnummer 9633248,Hauptmaterial 1: 100% Polyester|Futter 1: 100% Polyurethan, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,19.95,19.95
Gant,Schal aus Woll-Baumwoll-Mix,Anthrazit meliert|Schwarz|Dunkelblau,OS|1,Herren Schal von GANT|Woll-Baumwoll-Mix|Rückseite in Kontrastfarbe|Fransen an den Abschlüssen|Made in Italy|180 x 33 cm|Farbe Anthrazit meliert|Artikelnummer 9516013,"Hauptmaterial 1: 70% Wolle, 30% Baumwolle"," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",69.95,49.95
Boss,Fliege aus reiner Seide,Silber,OS|1SIZE,Herren Fliege von BOSS|Reine Seide|Schimmernde Textur|Vorgebunden|Verstellbare Kragenweite|Hakenverschluss|Made in Italy|Breite: 12 cm|Farbe Silber|Artikelnummer 9598193,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",79.95,79.95
REVIEW,Beanie mit Logo-Aufnäher,Dunkelgrau|Olivgrün|Bordeaux Rot|Schwarz,OS|1,Herren Beanie von REVIEW|Weiches Material |Feinstrick|Umschlag mit Logo-Aufnäher|Farbe Schwarz|Artikelnummer 9548536,,,7.95,4.95
Boss,Krawatte aus Seide mit Webmuster,Rot|Pink|Royalblau,OS|1SIZE,Herren Krawatte von BOSS|Reine Seide|Schmale Form|Webmuster|Made in Italy|Breite: 6 cm|Farbe Royalblau|Artikelnummer 9559410,"Hauptmaterial 1: 100% Seide|Futter 1: 58% Acetat, 42% Viskose"," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",69.95,69.95
Hugo,Krawatte aus Seide mit Webstruktur,Schwarz|Rot,OS|1SIZE,Herren Krawatte von HUGO|Reine Seide|Klassische Form|Webstruktur|Made in Italy|Breite: 7 cm|Farbe Rot|Artikelnummer 9584484,Hauptmaterial 1: 100% Seide|Futter 1: 100% Polyester," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",49.95,49.95
Boss,Einstecktuch aus reiner Seide,Bleu|Marineblau,OS|1SIZE,Herren Einstecktuch von BOSS|Reine Seide|Musterung|Verstärkte Abschlüsse|Made in Italy|32 x 32 cm|Farbe Marineblau|Artikelnummer 9598197,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",44.95,44.95
Boss,Uhr aus Edelstahl mit Datumsanzeige,Silber,OS|1,"Herren Uhr von BOSS|Edelstahl|Modell Success|Stunden, Minuten, Sekunden|Datum|Edelstahlarmband mit Faltschließe|Rückgabe nur mit Schutzfolie(n) möglich|Farbe Silber|Artikelnummer 9661719",Hauptmaterial 1: 100% Edelstahl|Hauptmaterial 2: 100% Edelstahl,,249.0,249.0
Boss,Kartenetui aus Leder ,Dunkelbraun,OS|1SIZE,Herren Kartenetui von BOSS|Echtes Leder |Modell Traveller B-S card|Fünf Kartenfächer |Details in Flechtoptik |7 x 10 cm|Farbe Dunkelbraun|Artikelnummer 9502945,Hauptmaterial 1: 100% Leder|Futter 1: 100% Polyester|Besatz 1: 100% Leder,,79.95,59.95
MCNEAL,Ledergürtel mit Dornschließe,Schokobraun|Marineblau,85|90|95|100|105|110,Herren Ledergürtel von MCNEAL|Weiches Leder|Dornschließe|Einfache Lochung|Gürtelbreite: 3 cm|Farbe Marineblau|Artikelnummer 9576293,Hauptmaterial 1: 100% Leder, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,29.95,29.95
Falke,Strümpfe mit Komfortbund,Schwarz|Anthrazit|Marineblau,39/40|41/42|43/44|45/46|47/48,Herren Strümpfe von Falke|Schurwoll-Mix mit Baumwoll-Anteil|Modell Airport|Wadenlang|Weiches Material|Ferse und Spitze verstärkt |Komfortbund|Farbe Marineblau|Artikelnummer 7998725,"Hauptmaterial 1: 60% Wolle, 23% Baumwolle, 15% Polyester, 2% Elasthan"," Spezialschonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",17.95,17.95
Paul Rosen Men,Krawatte mit Seide-Anteil,Dunkelblau,OS|1,Herren Krawatte von Paul Rosen|Strukturierte Baumwollmischung mit Seide-Anteil|Breite Form|Made in Italy|Breite: 8 cm|Farbe Dunkelblau|Artikelnummer 9638836,"Hauptmaterial 1: 60% Baumwolle, 30% Seide, 10% Polyamid"," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",49.95,49.95
Blick,Fliege aus reinem Leinen,Blau,OS|1,Herren Fliege von Blick|Reines Leinen|Spitz zulaufende Form|Feine Webstruktur|Vorgebunden|Verstellbare Kragenweite|Hakenverschluss|Handgefertigt|Breite: 13 cm|Farbe Blau|Artikelnummer 9650399,Hauptmaterial 1: 100% Leinen," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",29.95,29.95
