Brandname,Productname,Colors,Sizes,Description,Materials,Maintenance,RegularPrice,CurrentPrice
Falke,Strümpfe mit verstärkter Ferse,Schwarz|Marineblau,35/38|35-38|39/42|39-42,"Damen Strümpfe von Falke|Baumwoll-Mix mit Stretchanteil|Weiches Material|Verstärkte Ferse|Weiches, elastisches Bündchen|Farbe Marineblau|Artikelnummer 8922553","Hauptmaterial 1: 98% Baumwolle, 2% Elasthan"," Schonwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",10.0,10.0
Calvin Klein,Hobo Bag mit Details in Schlangenlederoptik,Beige,OS,Damen Hobo Bag von Calvin Klein|Strapazierfähiges Material |Ein Hauptfach mit Reißverschluss|Drei Steckfächer und ein Reißverschlussfach innen|Verstellbarer Trageriemen|Details in Schlangenlederoptik|Logo-Applikationen|Höhe: 34 cm|Breite: 36 cm|Tiefe: 18 cm|Farbe Beige|Artikelnummer 9583141,"Hauptmaterial 1: 75% Polyurethan, 25% Polyvinylchlorid",,159.95,159.95
MICHAEL Michael Kors,iPhone Case mit Besatz aus Saffianoleder,Gold|Silber|Rosé,OS|1,"Damen iPhone Case von MICHAEL Michael Kors|Kunststoff in Metallicoptik|Besatz aus Saffianoleder|Zwei Kartenfächer|Logo-Applikation|Passend für iPhone 7|13,5 x 6,5 cm|Farbe Rosé|Artikelnummer 9635333",Hauptmaterial 1: 100% Kunststoff|Besatz 1: 100% Leder,,44.95,44.95
Indini,Crossbody Bag mit Kettenriemen,Schwarz|Mittelgrau|Taupe|Marineblau|Anthrazit,OS|1,Damen Crossbody Bag von Indini|Strapazierfähiges Material|Überschlag mit Magnetverschluss|Ein Steckfach innen|Abnehmbarer Kettenriemen|Höhe: 18 cm|Beite: 9 cm|Tiefe: 4 cm|Farbe Anthrazit|Artikelnummer 9630840,,,14.95,14.95
MICHAEL Michael Kors,Geldbörse aus Saffianoleder,Schwarz|Kirschrot,OS|1,Damen Geldbörse von MICHAEL Michael Kors|Saffianoleder|Überschlag mit Druckknopfverschluss|Ein Scheinfach |Acht Kartenfächer und ein Sichtfach |Ein Münzfach mit Reißverschluss außen|Logo-Applikation|Höhe: 9 cm |Breite: 11 cm |Tiefe: 3 cm |Farbe Kirschrot|Artikelnummer 9560494,Hauptmaterial 1: 100% Leder,,84.95,84.95
Marc O'Polo,Füßlinge im 2er-Pack,Marineblau|Türkis|Hellgrau meliert|Schwarz|Hellblau meliert,35/38|39/42,Damen Füßlinge von MARC O'POLO|Baumwollmischung mit Stretch-Anteil |Ein Paar mit Streifenmuster|Ein Paar mit Punktemuster|Anti-Slip|2er-Pack |Farbe Marineblau|Artikelnummer 9636559,"Hauptmaterial 1: 75% Baumwolle, 23% Polyamid, 2% Elasthan", Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,8.95,8.95
MICHAEL Michael Kors,Geldbörse aus Saffianoleder,Schwarz|Kirschrot|Orange|Cognac ,OS|1,"Damen Geldbörse von MICHAEL Michael Kors|Saffianoleder|Modell Mercer|Überschlag mit Druckknopfverschluss|Zwei Scheinfächer|Siebzehn Kartenfächer|Zwei Steckfächer|Ein Sichtfach|Ein Münzfach mit Reißverschluss außen|Logo-Applikation|Höhe: 10,5 cm|Breite: 18 cm|Tiefe: 3 cm|Farbe Schwarz|Artikelnummer 9560531",Hauptmaterial 1: 100% Leder, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,125.95,125.95
Closed,Schal mit Karomuster,Hellrosa,OS|1,Damen Schal von Closed|Leinen-Modal-Mix|Ausgefranste Abschlüsse|Karomuster|180 x 100 cm|Farbe Hellrosa|Artikelnummer 9574867,"Hauptmaterial 1: 60% Leinen, 40% Viskose"," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",59.95,59.95
MICHAEL Michael Kors,Kartenetui aus Saffianoleder,Schwarz|Kirschrot,OS|1,"Damen Kartenetui von MICHAEL Michael Kors|Saffianoleder|Modell Jet Set Travel|Vier Kartenfächer|Ein Steckfach|Logo-Applikation|7,5 x 10 cm|Farbe Kirschrot|Artikelnummer 9560492",Hauptmaterial 1: 100% Leder, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,44.95,44.95
Tommy Hilfiger,Rucksack aus Leder mit Zugverschluss,Rot,OS,"Damen Rucksack von Tommy Hilfiger |Beschichtetes Leder|Design in Logo-Farben|Hauptfach mit Zugverschluss|Karabinerverschluss|Verstellbarer Trageriemen|Abnehmbarer, verstellbarer Schulterriemen mit Reißverschluss|Höhe: 28 cm|Breite: 24 cm|Tiefe: 14 cm|Farbe Rot|Artikelnummer 9585051","Hauptmaterial 1: 85% Leder, 15% Polyurethan", Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung| Hängend trocknen| Im Schatten trocknen,239.0,239.0
Rosefield ,Uhr mit Lederarmband ,Gold,OS|1,"Damen Uhr von ROSEFIELD|Edelstahl|Armband aus echtem Leder|Dornschließe|Stunden-, Minuten-, Sekunden|Farbe Gold|Artikelnummer 9632825",Hauptmaterial 1: 100% Edelstahl|Hauptmaterial 2: 100% Leder,,89.95,89.95
MICHAEL Michael Kors,Handtasche aus Saffianoleder,Kirschrot|Schwarz|Rosé|Sand,OS|1,"Damen Handtasche von MICHAEL Michael Kors |Saffianoleder|Zweigeteiltes Hauptfach mit Karabinerhaken|Zwei Steck- und zwei Reißverschlussfächer innen|Zwei Trageriemen|Abnehmbarer, verstellbarer Schulterriemen|Logo-Applikation & Logo-Anhänger|Höhe: 23 cm |Breite: 30,5 cm |Tiefe: 11 cm |Riemenlänge: 38 cm |Farbe Schwarz|Artikelnummer 9560406",Hauptmaterial 1: 100% Leder,,275.0,275.0
s.Oliver RED LABEL,Clutch aus schimmerndem Material,Anthrazit|Silber|Schwarz,OS|1,"Damen Clutch von s.Oliver|Schimmerndes Material |Überschlag mit Magnetverschluss|Innenfach mit Reißverschluss im Hauptfach|Kettenriemen|Logo-Applikation|Höhe: 15 cm |Breite: 26,5 cm |Tiefe: 2 cm|Riemenlänge: 120 cm |Farbe Anthrazit|Artikelnummer 9591071","Hauptmaterial 1: 100% Polyurethan|Futter 1: 80% Polyester, 20% Baumwolle",,29.95,29.95
MICHAEL Michael Kors,Handtasche aus Saffianoleder,Kirschrot|Schwarz|Rosé|Sand,OS|1,"Damen Handtasche von MICHAEL Michael Kors |Saffianoleder|Zweigeteiltes Hauptfach mit Karabinerhaken|Zwei Steck- und zwei Reißverschlussfächer innen|Zwei Trageriemen|Abnehmbarer, verstellbarer Schulterriemen|Logo-Applikation & Logo-Anhänger|Höhe: 23 cm |Breite: 30,5 cm |Tiefe: 11 cm |Riemenlänge: 38 cm |Farbe Kirschrot|Artikelnummer 9560405",Hauptmaterial 1: 100% Leder,,275.0,275.0
Becksöndergaard,Schal mit Sternenmuster,Marineblau|Rot,OS|1,Damen Schal von Becksöndergaard|Reine Baumwolle|Ausgefranste Abschlüsse|Zierstreifen an den Abschlüssen|Sternenmuster|200 x 95 cm|Farbe Marineblau|Artikelnummer 9614085,Hauptmaterial 1: 100% Baumwolle," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",34.95,34.95
DKNY,Crossbody Bag aus Leder,Schwarz,OS|1,Damen Crossbody Bag von DKNY|Echtes Leder|Ein Hauptfach mit Reißverschluss|Ein Steckfach innen|Ein Reißverschlussfach außen|Verstellbarer Schulterriemen|Höhe: 15 cm|Breite: 18 cm|Tiefe: 9 cm|Farbe Schwarz|Artikelnummer 9627094,Hauptmaterial 1: 100% Leder,,229.0,229.0
Happy Plugs,iPhone Case in Metallicoptik,Graphit,OS|1,Damen iPhone Case von Happy Plugs|Strapazierfähiges Material|Metallicoptik|Passend für iPhone 6/6s|14 x 7 cm|Farbe Graphit|Artikelnummer 9648325,Hauptmaterial 1: 100% Kunststoff, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,24.95,24.95
Closed,Schal mit Streifenmuster,Mittelgrau|Beige,OS|1,Damen Schal von Closed|Modal-Kaschmir-Mix|Fransenabschluss|Streifenmuster|180 x 90 cm|Farbe Beige|Artikelnummer 9574869,"Hauptmaterial 1: 90% Modal, 10% Kaschmir"," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",79.95,79.95
Liebeskind Berlin,Sally Vintage Geldbörse aus Leder,Stein,OS|1,"Damen Geldbörse von Liebeskind Berlin|Echtes Leder|Rundum-Reißverschluss|Mehrere Steck-, Karten- und Scheinfächer|Ein Münzfach mit Reißverschluss|Logo-Prägung auf der Vorderseite|Höhe: 9 cm|Breite: 19 cm|Tiefe:  2,5 cm|Farbe Stein|Artikelnummer 5200753",Hauptmaterial 1: 100% Leder,,69.95,69.95
DKNY,Crossbody Bag aus Leder mit Saffiano-Struktur,Jeans|Beige|Weiß,OS|1,"Damen Crossbody Bag von DKNY|Echtes Leder|Modell Bryant Park|Saffiano-Struktur|Ein Hauptfach mit Reißverschluss|Ein Steckfach innen|Trageriemen mit Kettendetails|Abnehmbarer, verstellbarer Schulterriemen|Logo-Applikation|Höhe: 12 cm|Breite: 23 cm|Tiefe: 5 cm|Riemenlänge: 55 cm|Farbe Jeans|Artikelnummer 9627064",Hauptmaterial 1: 100% Leder,,149.95,149.95
MICHAEL Michael Kors,Crossbody Bag mit Logo-Muster,Hellbraun|Hellrosa,OS|1,Damen Crossbody Bag von MICHAEL Michael Kors|Schmutz- und wasserabweisendes Material|Ovale Form|Ein Steck- und drei Kartenfächer innen|Ein Steckfach außen |Verstellbarer Riemen mit Kettendetails|Logo-Muster und Logo-Applikation|Anhänger mit Zierquaste und Metall-Logo|Höhe: 16 cm |Breite: 22 cm |Tiefe: 6 cm |Farbe Hellrosa|Artikelnummer 9619095,,,225.0,225.0
DKNY,Kosmetiktasche aus echtem Leder,Schwarz,OS|1,"Damen Kosmetiktasche von DKNY|Echtes Leder|Ein zusätzliches Steckfach außen|Ein Hauptfach mit Reißverschluss|Ein Steckfach innen|Logo-Print in Metallicoptik|Höhe: 16,5 cm|Breite: 24 cm|Tiefe: 0,5 cm|Farbe Schwarz|Artikelnummer 9501561",Hauptmaterial 1: 100% Leder, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,159.95,59.95
Tommy Hilfiger,Kurzsocken im 2er-Pack,Schwarz|Weiß|Marineblau|Mittelgrau,35/38|39/42,Damen Kurzsocken von Tommy Hilfiger|Baumwollmischung mit Stretch-Anteil|Elastische Bündchen|Eingearbeitetes Logo|2er-Pack|Farbe Weiß|Artikelnummer 9631767,"Hauptmaterial 1: 77% Baumwolle, 21% Polyamid, 2% Elasthan", Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,8.95,8.95
Calvin Klein,Geschenkset mit Geldbörse und Schlüsselanhänger,Schwarz|Rosé,OS,"Damen Geldbörse und Schlüsselanhänger von Calvin Klein|Geldbörse in fein genarbter Lederoptik|Rundum-Reißverschluss|Ein Münzfach mit Reißverschluss|Zwölf Karten- und vier Scheinfächer|Logo-Applikation|Schlüsselanhänger aus Metall und Kunststoff|Logo-Gravuren|Höhe: 9 cm |Breite: 20 cm|Tiefe: 2,5 cm|Gesamtlänge des Schlüsselanhängers: 10 cm|Farbe Rosé|Artikelnummer 9556663",Hauptmaterial 1: 100% Polyurethan|Hauptmaterial 2: 100% Metall,,99.95,99.95
REVIEW,Sonnenbrille mit verspiegelten Gläsern,Rosé,OS|1,"Damen Sonnenbrille von REVIEW|Kunststoff|UV-Schutz|Rahmen aus Kunststoff|Nasensteg aus Kunststoff|Runde, verspiegelte Gläser|Bewegliche Bügel|Farbe Rosé|Artikelnummer 9635591",Hauptmaterial 1: 100% Kunststoff,,12.95,12.95
Abro,Clutch aus Rindsleder in Metallicoptik ,Metallic Braun,OS|1,Damen Clutch von Abro |Echtes italienisches Rindsleder|Metallicoptik|Überschlag mit Magnetverschluss|Ein Hauptfach |Zwei Steckfächer und ein Reißverschlussfach innen|Höhe: 14 cm|Breite: 24 cm|Tiefe: 2 cm|Farbe Metallic Braun|Artikelnummer 9622296,Hauptmaterial 1: 100% Leder,,79.95,79.95
Tommy Hilfiger,Sneakersocken im 2-er Pack ,Schwarz|Weiß,35/38,Damensneakersocken von Tommy Hilfiger|Baumwollmischung mit Stretch-Anteil|Logo-Stickerei|2er-Pack|Farbe Weiß|Artikelnummer 4462545,"Hauptmaterial 1: 84% Baumwolle, 14% Polyamid, 2% Elasthan", Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,8.95,8.95
DKNY,Crossbody Bag aus Saffianoleder,Kirschrot|Silber|Gold,OS|1,Damen Crossbody Bag von DKNY|Saffianoleder|Überschlag mit Magnetverschluss|Ein Innenfach|Verstellbarer Schulterriemen|Logo-Applikation und abnehmbarer Logo-Anhänger|Höhe: 13 cm|Breite: 18 cm |Tiefe: 8 cm|Farbe Silber|Artikelnummer 9560656,Hauptmaterial 1: 100% Leder,,199.95,149.95
Fritzi aus Preußen,Hobo Bag mit abnehmbarem Schulterriemen,Hellgrau|Blau|Cognac ,OS|1,"Damen Hobo Bag von Fritzi aus Preußen|Strapazierfähiges Material|Modell Adrienne|Vintage Look|Ein Hauptfach mit Reißverschluss|Ein Reißverschlussfach, ein Steckfach innen|Ein abnehmbarer Trageriemen|Ein abnehmbarer, verstellbarer Schulterriemen|Ziernähte|Höhe: 21 cm|Breite: 33 cm|Tiefe: 12 cm|Farbe Cognac |Artikelnummer 9578861",Hauptmaterial 1: 100% Polyurethan, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,69.95,69.95
Tommy Hilfiger,Denim Cap Gigi Hadid,Jeans,OS,Damen Cap von Tommy Hilfiger|Reine Baumwolle|Denim|Verstärkter Schirm|Verstellbarer Riegel aus Leder auf der Rückseite|Patches|Baumwollfutter|TOMMY X GiGi Collection|Farbe Jeans|Artikelnummer 9606106,Hauptmaterial 1: 100% Baumwolle|Futter 1: 100% Baumwolle|Besatz 1: 100% Leder, Handwäsche| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung| Hängend trocknen| Im Schatten trocknen,69.95,69.95
MICHAEL Michael Kors,Umhängetasche mit Logo-Muster,Dunkelbraun,OS|1,"Damen Umhängetasche von MICHAEL Michael Kors|Echtes Leder|Logo-Muster|Drehverschluss |Vier Steckfächer und ein Reißverschlussfach innen |Abnehmbarer, verstellbarer Schulterriemen mit Zierösen|Riemen mit Karabinerhaken für Schlüssel |Steckfach mit Magnetverschluss außen|Höhe: 30 cm |Breite: 30 cm|Tiefe: 8 cm |Farbe Dunkelbraun|Artikelnummer 9560464",Hauptmaterial 1: 100% Leder,,349.0,349.0
Calvin Klein,Crossbody Bag mit Saffiano-Struktur,Schwarz|Marineblau|Pink,OS,Damen Crossbody Bag von Calvin Klein|Strapazierfähiges Material |Saffiano-Struktur|Überschlag mit Magnetverschluss und Logo-Applikation|Ein Steckfach innen|Verstellbarer Schulterriemen|Höhe: 15 cm|Breite: 16 cm|Tiefe: 5 cm|Farbe Schwarz|Artikelnummer 9583125,Hauptmaterial 1: 100% Polyvinylchlorid,,89.95,89.95
Essentiel,Crossbody Bag mit Ziersteinbesatz,Schwarz,OS|1,Damen Crossbody Bag von Essentiel|Strapazierfähiges Material|Ein Hauptfach mit Überschlag|Überschlag mit Magnetverschluss|Ein Steckfach innen|Variabler Trageriemen mit Zierkette|Florale Applikationen aus Ziersteinen|Höhe: 16 cm|Breite: 21 cm|Tiefe: 7 cm|Farbe Schwarz|Artikelnummer 9605672,"Hauptmaterial 1: 100% Polyethylen|Futter 1: 100% Polyester|Besatz 1: 50% Glas, 50% Metall",,129.95,129.95
Fraas,Cashmink® Stola mit Fransenabschluss,Sand|Rot,OS|53X20,Damen Cashmink® Stola von Fraas|Weiches Material|Ausgefranste Abschlüsse|Fransenabschlüsse|Logo-Stickerei |Made in Germany|185 x 55 cm |Farbe Rot|Artikelnummer 9536944,Hauptmaterial 1: 100% Polyacryl," Handwäsche| Nicht bleichen| Kein Trockner| Nicht bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,14.95
MICHAEL Michael Kors,Bowling Bag mit Logo-Muster,Schwarz|Terrakotta|Camel,OS|1,"Damen Bowling Bag von MICHAEL Michael Kors|Robustes, strukturiertes Material|Modell Mercer|Hauptfach mit Reißverschluss in Lederoptik|Ein Reißverschlussfach und vier Steckfächer innen|Seitliches Außenfach mit Druckknopfverschluss |Zwei Trageriemen und Seitenwände in Lederoptik|Abnehmbarer, verstellbarer Schulterriemen|Logo-Muster|Logo-Applikation |Höhe: 19 cm |Breite: 29 cm |Tiefe: 16 cm |Riemenlänge: 32 cm |Farbe Terrakotta|Artikelnummer 9560427",,,349.0,349.0
Indini,Clutch in Metallicoptik,Schwarz|Mittelgrau,OS|1,"Damen Clutch von Indini|Strapazierfähiges Material|Metallicoptik|Ein Hauptfach mit Magnetüberschlag|Ein Steckfach innen|Ein abnehmbarer Kettenriemen|Höhe: 9,5 cm|Breite: 18 cm|Tiefe: 5,5 cm|Farbe Schwarz|Artikelnummer 9654726",,,14.95,14.95
Fritzi aus Preußen,Handtasche in Lederoptik,Schwarz|Schlamm|Bordeaux Rot,OS|1,"Damen Handtasche von Fritzi aus Preußen|Weiches Material in Lederoptik|Modell Luisa|Hauptfach mit Reißverschluss|Ein Reißverschlussfach innen|Zwei Steckfächer innen|Zwei Reißverschlussfächer außen|Zwei Trageriemen|Ein abnehmbarer, verstellbarer Schulterriemen|Logo-Applikation|Höhe: 22,5 cm|Breite: 28 cm|Tiefe: 11 cm|Riemenlänge: 41 cm|Farbe Bordeaux Rot|Artikelnummer 9578892",Hauptmaterial 1: 100% Polyurethan, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,74.95,59.95
MICHAEL Michael Kors,Crossbody Bag aus gestepptem Leder,Schwarz,OS|1,Damen Crossbody Bag von MICHAEL Michael Kors|Echtes Leder|Steppungen|Überschlag mit Klickverschluss |Zweigeteiltes Hauptfach|Ein Reißverschluss- und zwei Steckfächer innen|Ein Außenfach mit Magnetverschluss|Riemen mit Kettendetails |Höhe: 15 cm |Breite: 25 cm |Tiefe: 9 cm |Riemenlänge: 150 cm |Farbe Schwarz|Artikelnummer 9560454,Hauptmaterial 1: 100% Leder,,349.0,349.0
Fritzi aus Preußen,Handtasche in Lederoptik,Schwarz|Schlamm|Bordeaux Rot,OS|1,"Damen Handtasche von Fritzi aus Preußen|Weiches Material in Lederoptik|Modell Luisa|Hauptfach mit Reißverschluss|Ein Reißverschlussfach innen|Zwei Steckfächer innen|Zwei Reißverschlussfächer außen|Zwei Trageriemen|Ein abnehmbarer, verstellbarer Schulterriemen|Logo-Applikation|Höhe: 22,5 cm|Breite: 28 cm|Tiefe: 11 cm|Riemenlänge: 41 cm|Farbe Schwarz|Artikelnummer 9578890",Hauptmaterial 1: 100% Polyurethan, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,74.95,59.95
Liebeskind Berlin,Shopper mit seitlichen Reißverschlüssen ,Mittelgrau,OS|1,Damen Shopper von Liebeskind Berlin|Echtes Leder|Modell Kumba |Vintage Look |Hauptfach mit Magnetverschluss |Zwei Steckfächer und ein Reißverschlussfach innen|Außenfach mit Reißverschluss|Seitliche Reißverschlüsse |Logo-Prägung|Höhe: 31 cm |Breite: 37 cm |Tiefe: 15 cm |Riemenlänge: 43 cm |Farbe Mittelgrau|Artikelnummer 9591124,Hauptmaterial 1: 100% Leder,,199.95,159.95
Fritzi aus Preußen,Handtasche in Lederoptik,Schwarz|Schlamm|Bordeaux Rot,OS|1,"Damen Handtasche von Fritzi aus Preußen|Weiches Material in Lederoptik|Modell Luisa|Hauptfach mit Reißverschluss|Ein Reißverschlussfach innen|Zwei Steckfächer innen|Zwei Reißverschlussfächer außen|Zwei Trageriemen|Ein abnehmbarer, verstellbarer Schulterriemen|Logo-Applikation|Höhe: 22,5 cm|Breite: 28 cm|Tiefe: 11 cm|Riemenlänge: 41 cm|Farbe Schlamm|Artikelnummer 9578891",Hauptmaterial 1: 100% Polyurethan, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,74.95,59.95
Liebeskind Berlin,Gürtel aus echtem Leder,Hellgrau|Mittelgrau|Schwarz|Ecru,80|85|90|95|100,Damengürtel von Liebeskind Berlin|Silberne Dornschließe|Modell LKB501|Nahtlos|Echtes Leder|4 cm Breite|Farbe Hellgrau|Artikelnummer 7619214,Hauptmaterial 1: 100% Leder,,29.95,29.95
Liu Jo Jeans,Crossbody Bag in Lackoptik,Schwarz,OS|1,Damen Crossbody Bag von Liu Jo Jeans|Lackoptik|Überschlag mit Magnetverschluss|Innenfach mit Reißverschluss|Kettenriemen|Diamantstruktur|Höhe: 17 cm|Breite: 27 cm|Tiefe: 5 cm|Farbe Schwarz|Artikelnummer 9569764,,,119.95,119.95
Olga Berg,Box Clutch mit Saffiano-Struktur,Rosé|Weiß,OS|1,Damen Box Clutch von Olga Berg |Metall|Besatz in Lederoptik mit Saffiano-Struktur|Klickverschluss mit Logo-Prägung|Abnehmbarer Kettenriemen|Höhe: 11 cm |Breite: 17 cm|Tiefe: 3 cm |Farbe Weiß|Artikelnummer 9628524,Hauptmaterial 1: 100% Metall|Hauptmaterial 2: 100% Kunstleder,,99.95,99.95
Liebeskind Berlin,Tote Bag aus genarbtem Leder,Schwarz|Dunkelblau|Cognac ,OS|1,Damen Tote Bag von Liebeskind Berlin|Echtes Leder|Narbung|Hauptfach mit Reißverschlussfach |Zwei Trageriemen|Logo-Prägung|Höhe: 38 cm |Breite: 25 cm |Tiefe: 11 cm |Riemenlänge: 56 cm |Farbe Cognac |Artikelnummer 9678213,Hauptmaterial 1: 100% Rindsleder, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,129.95,129.95
Liu Jo Jeans,Geldbörse aus glänzendem Material,Schwarz,OS|1,"Damen Geldbörse von Liu Jo Jeans|Glänzendes Material|Struktur|Rundum-Reißverschluss|Drei Scheinfächer|Ein Münzfach mit Reißverschluss |Zwölf Karten- und zwei Steckfächer|Logo-Applikation|Höhe: 10 cm |Breite: 19,5 cm |Tiefe: 2,5 cm |Farbe Schwarz|Artikelnummer 9569766",Hauptmaterial 1: 100% Polyester|Futter 1: 100% Polyester, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,69.95,69.95
Tommy Hilfiger,Socken aus dünnem Soft Cotton im 2er-Pack,Hellblau|Rosé|Rot,35/38|39/42,Damen Socken von Tommy Hilfiger|Baumwollmischung|Soft Cotton|Sehr dünnes Material|Überknöchelhoch|Elastischer Bund|Logo-Print auf der Sohle|2er-Pack|Farbe Rosé|Artikelnummer 9491530,"Hauptmaterial 1: 63% Baumwolle, 29% Polyamid, 8% Elasthan", Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,12.95,12.95
Daughters of Italy,Schal mit eingewebten Motiven,Bleu|Hellgrau,OS|1,Damen Schal von Daughter of Italy|Modal-Viskose-Mix|Eingewebte Motive|Fransen am Abschluss|Made in Italy|180 x 50 cm|Farbe Bleu|Artikelnummer 9607322,"Hauptmaterial 1: 50% Modal, 50% Viskose"," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",59.95,59.95
DKNY,Crossbody Bag aus Saffianoleder,Kirschrot|Silber|Gold,OS|1,Damen Crossbody Bag von DKNY|Saffianoleder|Überschlag mit Magnetverschluss|Ein Innenfach|Verstellbarer Schulterriemen|Logo-Applikation und abnehmbarer Logo-Anhänger|Höhe: 13 cm|Breite: 18 cm |Tiefe: 8 cm|Farbe Kirschrot|Artikelnummer 9560655,Hauptmaterial 1: 100% Leder,,199.95,199.95
Taifun,Schal mit Kreismuster,Taupe,OS|99,Damen Schal von TAIFUN|Weiches Material|Webstruktur|Kreismuster|Fransen am Abschluss|185 x 85 cm|Farbe Taupe|Artikelnummer 9586976,Hauptmaterial 1: 100% Polyester," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",25.95,25.95
APOLLO,Strümpfe mit weihnachtlichem Muster ,Rot|Schwarz,36/41,Damen Strümpfe von Apollo|Baumwollmischung|Gerippte Bündchen|Weihnachtliches Muster und Bommel|Gummierte Message an der Sohle|Farbe Schwarz|Artikelnummer 9642128,"Hauptmaterial 1: 75% Baumwolle, 22% Polyester, 3% Elasthan", Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,9.95,7.95
Love Moschino,Clutch mit Bügelverschluss,Schwarz,OS|1,Damen Clutch von Love Moschino|Lederoptik|Bügelverschluss|Futter aus Samt|Abnehmbarer Kettenriemen|Metall-Logos|Höhe: 12 cm|Breite: 20 cm |Tiefe: 3 cm|Farbe Schwarz|Artikelnummer 9641522,Hauptmaterial 1: 100% Synthetik|Hauptmaterial 2: 100% Metall,,169.95,169.95
APOLLO,Socken mit Weihnachts-Applikation,Schwarz|Rot|Grün,36/41,Damen Socken von Apollo|Flauschiges Material|Überknöchellang|Elastisches Bündchen|Verstärkte Ferse und Spitze|Anti-Rutsch-Sohle|Weihnachts-Applikation|Farbe Grün|Artikelnummer 9642126,"Hauptmaterial 1: 97% Polyester, 3% Elasthan", Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,9.95,7.95
Liebeskind Berlin,Umschlagbörse aus Leder,Schwarz|Beige|Jeans,OS|1,Damen Umschlagbörse von Liebeskind Berlin|Echtes Leder|Modell Elisa|Feine Narbung|Überschlag mit Druckknopfverschluss|13 Kartenfächer und ein Sichtfach|Zwei Scheinfächer und fünf Steckfächer |Ein Münzfach mit Druckknopfverschluss|Streifenmuster|Logo-Aufnäher|Höhe: 10 cm |Breite: 15 cm|Tiefe: 3 cm |Farbe Beige|Artikelnummer 9546070,Hauptmaterial 1: 100% Leder,,59.95,59.95
MICHAEL Michael Kors,Rucksack aus echtem Leder,Schwarz,OS|1,Damen Rucksack von Michael Kors|Echtes Leder|Bodenfach mit Zweiwege-Reißverschluss|Ein Reißverschlussfach|Hauptfach mit Reißverschluss|Drei Steckfächer und ein Reißverschlussfach innen|Zwei verstellbare Schulterriemen|Eine Trageschlaufe|Metall-Logo|Höhe: 30 cm|Breite: 25 cm|Tiefe: 13 cm|Farbe Schwarz|Artikelnummer 9630941,Hauptmaterial 1: 100% Leder,,325.0,325.0
