Brandname,Productname,Colors,Sizes,Description,Materials,Maintenance,RegularPrice,CurrentPrice
Converse,High Top Sneaker aus Canvas,Rot,"32|1|33|1,5|34|2,5|35|3|27|10,5|28|11|29|12|30|12,5|31|13","Kinder High Top Sneaker von Converse|Canvas|Kontrastsohle aus Gummi|Gummierte Vorderkappe|Schnürverschluss|Ösen|Logo-Badge|Sohlenhöhe: 2,5 cm |US-Größen siehe Größentabelle|Farbe Rot|Artikelnummer 9446204",Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,44.95,44.95
Toms,Slip-On Sneaker aus Canvas,Schwarz,"32,5|1|33|1,5|34|2|34,5|2,5|35|3|35,5|3,5|36|4|36,5|4,5|37,5|5|22|6|30|12|30,5|12,5|31|13|31,5|13,5","Kinder Slip-On Sneaker von Toms|Canvas|Abgerundete Spitze|Elastischer Einsatz|Innensohle aus echtem Leder|Gummisohle|Label-Patch|Sohlenhöhe: 1,5 cm|Farbe Schwarz|Artikelnummer 9446979","Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Futter 2: 100% Leder|Sohle: 100% Gummi, 100% Textil", Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,34.95,21.95
UGG,Boots aus Veloursleder mit Lammfellfutter,Flieder|Mittelbraun|Mittelgrau,"22,5|6|25|8|26|9|27|10|28|11|29|12",Kinder Boots von UGG|Modell Bailey Bow|Echtes Veloursleder|Abgerundete Spitze|Überknöchelhoher Schaft|Lammfellfutter|EVA-Profilsohle|Fixierte Zierschleifen am Schaft|Logo-Aufnäher|Sohlenhöhe: 2 cm|Farbe Flieder|Artikelnummer 9550414,Hauptmaterial 1: 100% Veloursleder|Futter 1: 100% Lammfell|Sohle: 100% Gummi,,149.95,149.95
SOREL,Boots mit herausnehmbarem Filz-Innenstiefel,Schwarz|Marineblau,"32|1|33|2|34|3|35|4|36|4,5|37|5|38|6|39|7","Kinder Boots von SOREL|Modell Yoot Pac|Wasserfestes Material|Überknöchelhoher Schaft |Schnürverschluss|Abgerundete Spitze|Profilsohle aus Gummi|Herausnehmbarer Filz-Innenstiefel mit Teddyfellbesatz|Logo-Print|Sohlenhöhe: 3,5 cm|Schafthöhe: 21 cm|Schaftweite: 35 cm|Farbe Schwarz|Artikelnummer 9495277",Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,74.95,49.95
UGG,Boots aus Veloursleder mit Teddyfutter,Schwarz,"22,5|6|23,5|7|25|8|26|9|27|10|28|11|29|12","Kinder Boots von Ugg Australia|Modell Rye|Echtes Veloursleder|Teddyfutter|Sohle aus Gummi|Reißverschluss an der Innenseite |Logo-Aufnäher an der Ferse|Ziernähte an der Ferse|Sohlenhöhe: 1,5 cm |Farbe Schwarz|Artikelnummer 9550413",Hauptmaterial 1: 100% Veloursleder|Futter 1: 100% Textil|Sohle: 100% Gummi,,69.95,69.95
Toms,Slip-On Sneaker mit floraler Häkelspitze,Aqua Blau,"22|6|23,5|7|24,5|8|26|9|27|10|28,5|11",Kinder Slip-On Sneaker von Toms|Florale Häkelspitze|Elastischer Einsatz|Klettverschluss|Gummisohle|Glitter-Effekt|Label-Patch und Label-Fähnchen|Sohlenhöhe: 1 cm|Farbe Aqua Blau|Artikelnummer 9446987,"Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Textil, 100% Gummi", Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,35.95,21.95
UGG,Boots aus echtem Veloursleder,Mittelgrau|Schokobraun,"22,5|6|23,5|7|25|8|26|9|27|10|28|11|29|12",Kinder Boots von Ugg Australia|Echtes Veloursleder|Überknöchelhoher Schaft|Futter aus Fake Fur|Logo-Aufnäher|Gummisohle|Sohlenhöhe: 2 cm|Farbe Schokobraun|Artikelnummer 9550418,Hauptmaterial 1: 100% Leder|Futter 1: 100% Textil|Sohle: 100% Gummi,,129.95,79.95
Toms,Slip-On Sneaker mit Klettverschluss,Rot,"22|6|23,5|7|24,5|8|26|9|27|10|28,5|11",Kinder Slip-On Sneaker von Toms|Canvas|Modell Tiny Classic|Lasche mit elastischem Einsatz|Klettverschluss|Logo-Aufnäher an der Ferse|Kontrastsohle|Sohlenhöhe: 1 cm|Farbe Rot|Artikelnummer 9446982,,,32.95,21.95
UGG,Boots aus Veloursleder mit Lammfellfutter,Flieder|Mittelbraun|Mittelgrau,"22,5|6|23,5|7|25|8|26|9|27|10|28|11|29|12",Kinder Boots von UGG|Modell Bailey Bow|Echtes Veloursleder|Abgerundete Spitze|Überknöchelhoher Schaft|Lammfellfutter|EVA-Profilsohle|Fixierte Zierschleifen am Schaft|Logo-Aufnäher|Sohlenhöhe: 2 cm|Farbe Mittelgrau|Artikelnummer 9550416,Hauptmaterial 1: 100% Veloursleder|Futter 1: 100% Lammfell|Sohle: 100% Gummi,,149.95,89.95
NATIVE,Slip-On Sneaker mit eingestanztem Lochmuster,Dunkelblau,23|7|24|8|25|9|27|10|28|11|29|12|30|13,Kinder Slip-On Sneaker von Native|Modell Jefferson|Wasserfestes Material|Abgerundete Spitze |Eingestanztes Lochmuster|Gummisohle|Waschbar|Gummierte Logo-Applikation|Sohlenhöhe: 2 cm|Farbe Dunkelblau|Artikelnummer 9477122,Hauptmaterial 1: 100% Synthetik|Sohle: 100% Synthetik, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,44.95,22.95
Aigle,Chelsea Boots mit Gummisohle,Dunkelbraun,28|29|30|31|32|33|34,Kinder Chelsea Boots von Aigle|Strapazierfähiges Material|Gummisohle|Abgerundete Spitze|Überknöchelhoher Schaft|Elastischer Einsatz am Schaft|Sohlenhöhe: 2 cm|Farbe Dunkelbraun|Artikelnummer 9483414,,,79.95,59.95
NATIVE,Slip-On Sneaker mit eingestanztem Lochmuster,Mittelgrau,23|7|24|8|25|9|27|10|28|11|29|12|30|13,Kinder Slip-On Sneaker von Native|Modell Jefferson|Wasserfestes Material|Abgerundete Spitze|Eingestanztes Lochmuster|Gummisohle|Waschbar|Gummierte Logo-Applikation|Sohlenhöhe: 2 cm|Farbe Mittelgrau|Artikelnummer 9489707,Hauptmaterial 1: 100% Synthetik|Sohle: 100% Synthetik, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,39.95,19.95
Timberland,Lederboots mit PrimaLoft®-Isolierung,Hellbraun,"36|4|37|4,5|5,5|5,5|6|6|7|7",Kinder Lederboots von Timberland|Modell Icon|Echtes Nubukleder|PrimaLoft®-Isolierung|Schnürverschluss|Einsatz in Kontrastfarbe|Profilsohle aus Gummi|Sohlenhöhe: 3 cm |Farbe Hellbraun|Artikelnummer 9507085,Hauptmaterial 1: 100% Leder|Sohle: 100% Gummi,,139.95,139.95
Toms,Slip-On Sneaker mit Häkelspitze,Koralle,"32,5|1|33|1,5|34|2|34,5|2,5|35|3|35,5|3,5|36|4|36,5|4,5|37,5|5|38|5,5|22|6|30|12|30,5|12,5|31|13|31,5|13,5",Kinder Slip-On Sneaker von Toms|Modell Classic|Canvas mit Glitter-Effekt|Besatz aus Häkelspitze|Gummisohle|Leicht gepolsterte Innensohle|Abgerundete Spitze|Elastischer Einsatz|Logo-Badges|Sohlenhöhe: 1 cm |Farbe Koralle|Artikelnummer 9446985,,,37.95,22.95
UGG,Boots aus Veloursleder mit Futter aus Wolle,Cognac ,"22,5|6|23,5|7|25|8|26|9|27|10","Kinder Boots von Ugg Australia|Echtes Veloursleder|Futter aus Wolle |Überknöchelhoher Schaft|Sohle aus Gummi|Reißverschluss an der Innenseite |Logo-Aufnäher an der Ferse|Sohlenhöhe: 1,5 cm|Farbe Cognac |Artikelnummer 9550412",Hauptmaterial 1: 100% Veloursleder|Futter 1: 100% Wolle|Sohle: 100% Gummi,,79.95,79.95
Timberland,Lederboots mit gepolstertem Fußbett,Dunkelbraun,"36|4|37|4,5|5,5|5,5|6|6|7|7",Kinder Lederboots von Timberland|Modell Darwin 8|Echtes Leder und Textil|Überknöchelhoher Schaft|Abgerundete Spitze|Elastischer Einsatz|Seitlicher Reißverschluss mit Klettverschlussriegel|Gepolstertes OrthoLite®-PU-Fußbett|Profilsohle aus Gummi|Rahmennähte|Gefüttert|Sohlenhöhe: 3 cm|Farbe Dunkelbraun|Artikelnummer 9507078,Hauptmaterial 1: 100% Leder|Hauptmaterial 2: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,79.95,59.95
New Balance,Sneaker aus Veloursleder mit Klettverschluss,Schwarz,"33|1,5|28|10,5|29|11,5|30|12|31|13|32|13,5","Kinder Sneaker von New Balance|Modell 420|Veloursleder mit Details aus Textil|Doppelter Klettverschluss|Profilsohle aus Gummi|Logo-Details|Sohlenhöhe: 1,5 cm|Farbe Schwarz|Artikelnummer 9507071","Hauptmaterial 1: 50% Veloursleder, 50% Textil|Sohle: 100% Gummi",,59.95,39.95
Aigle,Chelsea Boots aus Leder mit elastischen Einsätzen,Schwarz,28|29|30|31|32|33|34,Kinder Chelsea Boots von Aigle|Echtes Leder|Modell Shetland|Elastische Einsätze|Abgerundete Spitze|Knöchelhoher Schaft|Gummisohle|Sohlenhöhe: 2 cm|Farbe Schwarz|Artikelnummer 9483415,"Hauptmaterial 1: 100% Leder|Futter 1: 50% Leder, 50% Textil|Sohle: 100% Gummi",,79.95,59.95
New Balance,Sneaker mit Klettverschluss,Olivgrün,"21|5|22,5|6|23,5|7|25|8|26|9|27,5|10","Kinder Sneaker von New Balance|Textil|Klettverschluss|Logo- und Kontrastdetails|Gummisohle|Sohlenhöhe: 1,2 cm|Farbe Olivgrün|Artikelnummer 9514292",Hauptmaterial 1: 100% Textil|Futter 1: 100% Textil|Sohle: 100% Gummi,,49.95,34.95
UGG,Boots aus Veloursleder mit Lammfellfutter,Flieder|Mittelbraun|Mittelgrau,"22,5|6|23,5|7|25|8|26|9|27|10|28|11|29|12",Kinder Boots von UGG|Modell Bailey Bow|Echtes Veloursleder|Abgerundete Spitze|Überknöchelhoher Schaft|Lammfellfutter|EVA-Profilsohle|Fixierte Zierschleifen am Schaft|Logo-Aufnäher|Sohlenhöhe: 2 cm|Farbe Mittelbraun|Artikelnummer 9550415,Hauptmaterial 1: 100% Veloursleder|Futter 1: 100% Lammfell|Sohle: 100% Gummi,,149.95,89.95
Birkenstock,Sandalen mit verstellbaren Riemen,Olivgrün,26|27|28|29|30|31|32|33|34,Kinder Sandalen von Birkenstock|Modell New York|Verstellbare Riemen aus Birko-Flor|Innensohle aus echtem Leder|Ergonomisches Fußbett aus Naturkork|Profilsohle|Made in Germany|Sohlenhöhe: 2 cm|Farbe Olivgrün|Artikelnummer 9489020,Hauptmaterial 1: 100% Birko-Flor|Futter 1: 100% Leder|Futter 2: 100% Kork|Sohle: 100% Ethylenvinylacetat,,44.95,29.95
Timberland,Lederboots mit Splash Blaster™-Technologie,Hellbraun,25|8|26|9|23|23|24|24|25|25|26|26|27|27|28|28|29|29|30|30,Kinder Lederboots von Timberland|Modell Pokey Pine 6-Inch|Echtes Leder|Wasser- und schmutzabweisend durch Splash Blaster™|OrthoLite®-PU-Fußbett|Abgerundete Spitze |Überknöchelhoher Schaft|Schnürverschluss|Reißverschluss an der Innenseite |Profilsohle aus Gummi|Sohlenhöhe: 1 cm|Farbe Hellbraun|Artikelnummer 9507086,Hauptmaterial 1: 100% Leder|Sohle: 100% Gummi,,74.95,59.95
